ERR2840913	ERR2840898	ERR2840915	ERR2840901	ERR2840908	ERR2840936	ERR2840926	ERR2840892	ERR2840903	ERR2840906	ERR2840893	ERR2840925	ERR2840934	ERR2840910	ERR2840940	ERR2840924	ERR2840894	ERR2840937	ERR2840897	ERR2840914	ERR2840890	ERR2840928	ERR2840922	ERR2840911	ERR2840929	ERR2840912	ERR2840888	ERR2840923	ERR2840916	ERR2840909	ERR2840939	ERR2840895	ERR2840917	ERR2840938	ERR2840896	ERR2840889	ERR2840900	ERR2840904	ERR2840941	ERR2840919	ERR2840902	ERR2840942	ERR2840921	ERR2840935	ERR2840899	ERR2840932	ERR2840930	ERR2840933	ERR2840905	ERR2840891	ERR2840927	ERR2840931	ERR2840918	ERR2840907	ERR2840920
Pseudooceanicola nitratireducens	3	3	5	0	0	0	4	6	0	5	0	15	0	0	1	2	26	1	9	6	8	2	28	0	50	1	30	3	4	1	40	6	20	38	0	1	29	0	1	4	54	14	33	2	3	2	0	4	0	1	13	6	22	25	0
Pseudooceanicola antarcticus	3	3	34	2	0	9	5	5	1	20	0	9	0	0	1	1	31	0	13	18	1	1	5	0	1	0	15	1	2	0	1	9	9	2	2	1	54	1	0	3	98	17	6	1	23	1	3	5	2	3	38	5	33	43	2
Pseudooceanicola lipolyticus	0	5	7	1	0	3	6	1	2	2	2	8	2	1	3	1	23	7	6	1	39	8	8	0	4	0	18	6	36	0	2	34	1	4	0	7	8	2	1	4	9	30	22	6	2	2	2	6	2	3	3	49	8	50	1
Sinirhodobacter populi	3	0	23	0	0	6	5	0	4	4	1	14	2	1	1	1	5	2	8	5	1	0	4	1	4	1	4	3	1	2	0	9	5	5	0	1	8	1	1	1	12	30	20	8	1	8	0	8	0	0	10	5	0	15	6
Sinirhodobacter hungdaonensis	0	0	25	1	0	0	2	1	0	0	0	25	0	0	0	2	4	0	7	0	4	0	3	0	2	1	3	2	2	0	3	7	0	0	0	3	1	0	0	1	2	24	19	2	1	6	0	0	0	0	2	2	1	1	1
Pseudohalocynthiibacter aestuariivivens	0	1	14	0	0	1	1	0	0	2	0	28	0	0	0	1	26	0	0	0	2	0	1	0	3	0	1	0	1	0	2	0	3	1	0	0	2	0	1	8	1	4	11	3	2	0	19	1	4	0	10	2	3	6	9
Nioella sp. Z7-4	1	0	6	0	0	2	5	4	1	0	1	4	9	3	1	1	8	1	11	5	6	6	8	0	1	1	5	1	2	4	3	1	8	0	1	2	8	0	5	0	8	6	12	1	4	0	2	3	1	0	5	44	12	1	3
Pontivivens insulae	1	0	4	5	0	0	6	2	1	31	2	3	2	0	1	1	12	3	0	5	3	0	4	1	11	2	1	3	2	0	0	10	2	3	1	1	9	0	18	1	2	8	10	4	6	8	1	9	1	2	1	3	0	6	3
Halovulum dunhuangense	0	3	5	0	0	3	6	1	4	1	0	16	3	0	0	28	6	0	7	12	2	0	1	0	0	3	2	8	1	0	3	7	1	1	2	0	5	2	2	2	7	17	28	11	3	0	1	0	5	1	12	7	0	2	1
Brevirhabdus pacifica	0	1	7	2	0	2	38	1	0	0	1	6	2	0	0	0	7	4	15	3	4	0	6	0	1	1	15	0	3	2	0	5	2	0	1	1	7	1	0	0	3	7	7	3	0	0	1	7	0	2	3	2	5	0	2
Silicimonas algicola	4	3	3	35	0	6	11	8	1	4	0	9	3	1	1	5	7	5	5	1	1	12	11	0	7	2	13	3	9	0	1	2	16	1	3	2	4	5	12	3	4	12	15	7	1	4	0	14	0	0	2	4	4	4	2
Rhodosalinus sediminis	1	3	9	1	0	2	10	3	0	2	36	6	1	4	2	0	6	3	6	1	4	0	7	0	6	1	4	1	6	0	4	6	7	2	2	0	1	1	1	0	5	11	67	1	2	1	0	9	0	0	2	2	0	3	0
Kandeliimicrobium roseum	3	6	6	0	0	4	11	1	3	4	1	13	10	0	1	0	11	5	17	4	9	6	10	0	1	6	12	1	10	0	4	3	6	6	4	5	18	0	0	4	46	29	7	8	4	1	2	10	0	0	13	9	11	4	5
Cognatishimia maritima	3	1	9	0	0	0	2	0	0	2	0	2	1	2	1	1	8	3	1	0	5	1	8	0	0	0	1	0	3	1	0	18	24	6	0	1	3	0	0	38	0	3	8	1	0	0	2	1	0	0	2	2	7	9	2
Limimaricola hongkongensis	0	3	3	1	0	3	2	0	0	3	0	6	0	0	0	1	8	5	4	4	0	1	6	0	0	2	2	1	3	0	0	2	0	0	0	2	5	1	0	0	16	9	16	3	1	2	2	0	1	1	4	1	0	5	2
Limimaricola cinnabarinus	1	1	13	1	0	6	7	4	2	4	0	14	2	1	1	0	7	0	7	4	3	1	4	0	40	3	3	0	3	1	3	7	0	1	0	0	4	0	0	1	3	13	25	2	0	0	0	0	0	1	7	4	0	2	0
Yoonia vestfoldensis	0	0	2	0	0	1	1	1	1	8	0	1	0	0	2	2	1	4	5	33	1	0	3	0	0	0	0	2	2	0	4	1	1	1	1	2	2	1	4	0	8	2	11	2	3	0	0	8	2	2	0	3	0	0	0
Yoonia tamlensis	0	2	2	1	0	1	2	4	0	0	0	1	0	0	1	0	10	1	1	1	0	0	4	0	8	2	0	0	1	0	0	3	4	2	5	1	6	1	0	2	14	5	2	0	0	0	4	8	1	0	7	1	0	9	4
Yoonia sediminilitoris	0	0	4	0	0	1	3	0	1	1	1	3	0	0	1	0	6	0	4	2	4	1	7	0	8	2	2	3	0	1	0	0	0	4	0	3	2	0	1	1	2	12	8	0	0	0	1	1	0	2	2	3	0	4	0
Yoonia maritima	0	0	1	0	0	3	0	0	0	1	0	5	0	0	0	0	4	2	1	0	1	0	0	0	1	0	1	0	1	0	0	1	1	0	1	1	0	1	1	0	4	0	5	3	0	0	0	0	0	0	14	0	0	4	1
Pelagivirga sediminicola	3	2	14	5	3	1	18	32	0	0	26	7	2	3	0	0	7	6	4	2	7	1	15	0	2	1	3	1	2	2	1	4	2	4	1	2	4	0	0	1	8	15	46	5	4	0	2	4	1	1	4	2	2	1	7
Histidinibacterium lentulum	1	4	12	0	0	11	6	1	1	27	0	18	4	0	17	34	18	2	18	9	8	9	7	0	0	5	7	37	3	7	3	2	4	41	4	7	28	1	9	0	5	23	23	13	6	28	17	16	7	1	8	26	2	4	3
Histidinibacterium sp. 176SS1-4	0	5	7	4	0	3	8	4	2	3	0	46	2	0	1	4	7	4	9	7	3	0	0	0	1	0	9	0	5	0	1	2	5	2	1	0	3	0	3	3	4	14	34	6	6	0	2	5	1	6	6	1	1	12	3
Chachezhania antarctica	0	2	2	0	0	0	4	5	0	1	0	3	2	2	0	2	9	5	3	3	1	0	31	0	0	1	7	1	2	1	0	1	1	9	1	0	5	0	2	0	6	24	21	2	1	2	0	1	1	1	2	8	0	0	39
Pseudopuniceibacterium sediminis	0	0	8	0	0	90	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	4	0	0	6
Fluviibacterium aquatile	3	3	1	0	0	3	4	0	0	1	0	8	22	0	0	3	2	1	2	2	152	2	2	0	4	1	3	27	5	1	0	3	1	6	0	0	1	3	18	0	0	3	11	17	0	2	0	4	0	2	1	7	0	0	0
Pseudogemmobacter bohemicus	1	1	8	0	0	2	6	0	2	1	2	15	0	0	0	0	8	2	4	4	32	1	1	0	5	0	0	1	3	1	0	2	0	1	0	3	5	0	0	0	7	33	13	6	0	2	0	0	1	1	2	3	2	2	1
Acidimangrovimonas indica	0	1	7	0	0	2	6	5	0	0	2	19	4	0	1	2	6	8	10	9	98	2	4	0	1	5	0	15	7	0	0	4	1	4	0	1	3	2	4	0	3	22	21	7	19	1	2	3	0	0	20	5	0	2	4
Paraoceanicella profunda	3	2	13	0	0	14	19	9	1	13	0	29	18	0	7	4	35	12	48	4	11	7	3	0	3	25	16	9	4	8	2	22	14	6	4	3	19	7	113	4	11	46	24	15	8	7	44	8	2	2	18	5	3	24	7
Hyphomonas atlantica	0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	3	2	0	1	0	0	1	1	3	1	0	1	4	0	1	0	0	1	0	1	0	2	2	0	2	3	1	3	3	0	0	2	0	1	0	0
Hyphomonas sp.	4	0	8	0	0	3	5	7	1	0	0	26	0	0	0	0	6	2	2	4	6	2	3	0	8	1	0	1	5	1	2	3	4	1	5	2	5	1	3	0	7	5	49	3	9	0	1	0	0	0	0	5	1	3	0
Hyphomonas sp. Mor2	0	0	2	0	0	0	0	7	1	0	1	1	0	0	0	0	4	0	9	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	3	2	0	0	0	5	4	6	3	1	2	0	0	1	2	0	3	0	5	0
Hyphomonas sp. UBA1914	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	2	0	0	0	0
Hyphomonas sp. UBA3973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Hyphomonas sp. UBA5111	1	1	5	0	0	2	2	3	0	0	1	0	1	0	1	1	1	5	7	3	18	0	4	0	1	1	1	0	2	0	1	0	2	1	0	1	4	1	0	0	18	4	3	1	1	2	1	0	0	1	4	1	2	3	0
Hyphomonas sp. 32-62-5	0	1	26	2	0	0	6	3	1	0	0	21	2	0	1	0	6	2	22	6	1	3	1	1	5	1	16	0	0	1	1	5	9	3	6	1	4	0	1	0	38	0	16	3	6	5	1	4	0	1	5	6	1	2	0
Hirschia baltica	0	0	4	0	0	0	1	2	14	0	0	1	1	1	0	0	7	1	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	6	1	1	1	0	0	0	0	0	15	20	0	0	0
Hirschia maritima	0	0	1	0	0	1	2	0	0	0	0	2	0	2	0	2	1	1	1	0	0	0	1	1	2	0	0	8	0	0	0	0	0	0	4	0	2	0	0	0	0	2	1	0	1	1	6	0	0	3	0	1	0	0	0
Hyphomonadaceae bacterium UKL13-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Hyphomonadaceae bacterium UBA1001	0	0	2	1	0	7	3	1	0	0	0	21	1	0	0	1	5	1	2	1	1	0	1	0	2	1	1	0	1	2	1	3	53	2	0	0	4	0	0	1	2	11	27	3	1	1	1	6	0	0	15	0	0	1	1
Hyphomonadaceae bacterium UBA1942	1	1	2	4	1	11	0	1	0	9	0	1	0	2	0	0	15	1	0	0	0	0	1	0	3	0	1	1	1	0	0	0	0	50	0	0	0	0	3	1	0	4	4	0	1	4	1	0	0	0	0	3	3	1	2
Hyphomonadaceae bacterium UBA4763	0	1	3	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1	2	1	0	0	0	0	0	1	0	0	1	0	0	3	0	1	0	0	0	0	4	2	1	1	0	0	0	0	0	0	1	0	0	0
Hyphomonadaceae bacterium UBA5102	0	1	7	0	0	0	15	1	1	2	0	3	2	1	0	1	9	2	2	0	1	0	5	0	0	0	13	3	0	0	0	1	2	1	0	0	1	2	0	0	1	5	10	3	0	1	0	5	1	0	7	3	1	10	0
Hyphomonadaceae bacterium UBA5334	2	1	9	0	0	8	9	6	2	4	0	39	3	0	0	1	4	4	12	3	4	1	1	0	2	0	3	1	3	0	30	1	3	1	2	1	24	0	0	1	6	9	7	2	4	1	1	11	1	0	17	11	0	1	2
Hyphomonadaceae bacterium UBA7672	1	1	10	0	0	5	5	2	2	4	0	4	3	1	0	1	2	3	1	4	4	4	4	1	4	1	11	3	2	2	9	2	1	2	0	1	0	1	21	1	3	11	26	5	1	5	2	0	0	0	6	4	1	21	1
Hyphomonadaceae bacterium	5	1	4	1	0	20	9	2	0	35	1	45	1	6	3	9	23	7	23	2	23	1	8	1	21	2	2	46	2	1	1	2	11	4	1	1	6	1	14	22	5	31	20	5	2	34	0	8	4	1	4	5	6	16	2
Maricaulis maris	0	7	23	0	0	7	2	1	0	1	1	4	1	0	6	1	7	9	10	10	16	14	1	0	3	5	1	5	9	4	2	9	0	0	3	13	25	4	4	1	6	4	9	10	14	1	7	2	1	1	7	3	0	3	1
Oceanicaulis sp. HTCC2633	0	0	0	0	0	2	4	0	0	0	0	2	1	0	0	0	3	0	1	0	0	0	0	0	1	1	0	0	0	0	2	1	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	0
Oceanicaulis sp.	1	0	43	0	0	3	56	1	0	0	0	5	4	0	4	0	0	0	2	3	0	1	8	0	2	0	0	1	5	0	0	0	3	0	2	3	2	0	3	0	22	9	6	0	2	1	3	0	0	2	5	4	0	0	2
Oceanicaulis sp. UBA2681	1	0	1	1	0	2	2	1	0	2	0	30	3	1	0	0	3	0	8	2	0	2	3	0	0	0	3	0	4	0	1	1	1	4	0	1	7	0	6	0	5	7	15	2	3	2	0	2	0	1	0	6	3	0	1
Oceanicaulis sp. UBA7814	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0	0	0
Oceanicaulis sp. PT13A	0	0	13	0	0	3	1	0	0	0	0	1	0	2	0	1	4	6	2	2	2	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	3	1	0	1	2	1	3	0	1	0	0	1	0	1	2	0	22	0
Oceanicaulis sp. PT4D	0	1	3	0	0	0	1	3	0	2	0	3	1	1	0	3	0	0	0	0	3	1	0	0	2	0	3	2	4	1	0	5	0	0	0	0	1	0	0	8	0	4	7	2	3	0	1	0	0	0	2	4	0	0	2
Robiginitomaculum sp.	0	1	4	1	0	4	4	5	0	27	2	4	5	0	0	0	14	1	6	1	148	2	3	1	0	4	2	5	0	2	0	4	2	2	1	3	0	4	14	0	0	2	12	9	1	9	1	4	0	1	1	26	0	3	0
Henriciella litoralis	0	8	9	0	0	0	8	1	4	1	0	13	7	0	0	0	13	1	1	10	13	2	3	0	2	6	0	1	0	0	0	0	2	0	1	1	2	0	1	0	6	20	17	4	0	0	0	2	0	1	15	0	6	4	0
Henriciella algicola	0	1	0	1	0	4	5	1	2	6	3	1	5	0	0	6	2	2	1	1	0	0	0	0	3	2	0	5	0	2	0	2	0	1	0	2	0	0	1	5	2	4	26	0	0	3	1	5	1	6	6	7	2	8	3
Henriciella sp. M65	1	2	4	2	0	1	5	2	1	4	0	3	0	0	1	1	13	1	4	1	15	0	5	0	14	0	0	6	0	3	2	1	2	1	0	1	1	0	31	0	3	5	7	7	4	4	3	0	0	4	0	4	2	1	2
Glycocaulis alkaliphilus	2	0	3	0	0	1	6	4	1	3	0	7	2	0	1	3	1	2	3	1	1	1	3	0	2	1	1	3	0	0	1	1	0	3	3	1	0	1	0	2	4	11	5	3	2	1	1	2	1	1	1	3	2	3	0
Marinicauda algicola	3	1	18	7	0	1	1	0	1	4	1	10	1	0	0	4	5	0	5	2	6	0	1	0	0	1	6	7	5	2	1	7	8	5	0	1	2	0	1	18	7	11	6	1	1	0	107	33	0	0	2	3	1	5	16
Rhodobacterales bacterium HTCC2255	0	0	1	0	0	0	0	1	0	0	0	0	3	0	4	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	4	1	2	0	5	2	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	3	0	0	0
Rhodobacterales bacterium Y4I	0	0	3	0	0	1	1	0	0	8	0	3	4	0	0	0	3	1	4	0	3	1	1	0	0	0	0	0	0	0	2	3	0	0	0	0	2	0	0	0	0	3	2	1	0	0	0	9	0	0	0	2	0	0	0
Rhodobacterales bacterium Alpha_02	1	0	3	0	0	24	4	3	3	4	0	9	13	0	5	9	17	0	12	2	21	1	23	1	21	2	0	19	2	0	24	1	3	3	0	1	4	1	37	2	4	25	19	84	0	3	0	4	0	0	7	2	0	2	6
Rhodobacterales bacterium CG2_30_65_12	1	0	4	0	0	4	12	1	0	1	0	9	0	1	1	2	2	1	1	3	2	2	2	0	1	0	6	1	1	0	1	4	0	3	0	0	4	2	6	0	6	1	14	3	2	2	0	6	1	0	8	1	5	1	1
Rhodobacterales bacterium 56_14_T64	0	2	0	2	0	0	4	1	0	3	2	2	1	10	1	0	8	5	4	1	1	0	0	0	0	1	0	0	1	0	0	4	7	1	1	0	2	8	0	1	2	25	4	1	1	1	0	0	1	0	2	2	0	4	0
Rhodobacterales bacterium 65-51	0	0	0	0	0	1	6	6	1	0	0	7	2	0	0	2	3	1	4	1	4	0	2	0	3	0	1	0	0	0	0	2	2	1	0	0	2	0	0	0	1	6	7	0	0	0	4	2	0	0	0	3	0	0	2
Rhodobacterales bacterium	5	1	33	0	1	33	16	14	2	2	2	44	3	1	0	2	17	23	23	6	12	0	5	2	8	4	16	5	29	3	5	21	3	3	0	6	8	4	5	1	15	59	52	7	7	2	7	3	5	4	7	6	4	13	4
Rhodobacterales bacterium UBA3077	0	2	7	0	0	14	5	0	3	1	0	3	2	0	0	0	0	3	6	2	3	1	4	0	0	0	7	0	1	0	0	1	2	1	3	1	0	0	0	1	32	4	23	2	1	1	0	5	2	0	4	2	0	6	0
Rhodobacterales bacterium UBA3080	3	0	1	1	0	4	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	5	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	1	0	0	0
Rhodobacterales bacterium UBA3089	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	4
Rhodobacterales bacterium UBA4593	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	2	1	1	81	0	1	1	0	0	0	0	2	1	0	0	0	5	0	0	0	5	4	1	1	1	0	8	1	1	0	0	1	2	1	0
Rhodobacterales bacterium UBA5972	0	1	1	0	0	6	1	0	2	4	0	1	1	1	0	2	11	0	1	3	0	0	7	0	0	0	4	1	2	0	0	1	4	1	1	0	1	0	0	1	4	0	7	1	3	0	1	4	0	1	4	0	0	2	0
Rhodobacterales bacterium UBA7416	0	0	1	0	0	5	1	0	0	0	0	1	0	0	1	0	3	0	0	1	0	6	1	0	1	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	3	3	2	0	0	1	2	5	0	0	19	3	0	0	0
Rhodobacterales bacterium 12-64-8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodobacterales bacterium 17-64-5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Rhodobacterales bacterium 32-66-7	12	3	4	18	0	1	15	1	0	0	3	16	3	0	1	3	12	0	9	2	53	1	18	0	1	4	7	2	5	0	0	9	1	0	3	1	30	1	1	1	28	27	17	2	3	2	1	4	1	0	4	3	2	1	1
Rhodobacterales bacterium 32-66-9	0	9	21	0	0	2	7	1	1	3	0	13	2	0	0	2	2	4	7	4	12	1	3	0	14	1	17	1	1	1	2	8	3	1	0	0	3	0	0	0	4	20	22	5	3	4	0	1	2	0	19	7	1	3	1
Rhodobacterales bacterium 34-62-10	0	0	2	0	0	0	3	0	2	1	0	5	0	0	0	0	19	1	7	5	2	2	2	0	0	0	2	2	0	0	0	1	0	0	2	1	3	1	0	2	3	6	2	2	0	0	1	31	0	0	2	0	0	3	0
Rhodobacterales bacterium CG_4_9_14_3_um_filter_71_31	0	0	8	6	0	3	13	0	1	2	0	13	2	0	3	0	11	4	8	9	6	0	3	0	0	3	2	5	0	0	2	4	0	0	0	3	3	1	0	4	3	20	58	6	2	1	0	4	0	1	2	3	0	1	0
Rhodobacterales bacterium CG15_BIG_FIL_POST_REV_8_21_14_020_59_13	0	1	3	0	0	6	3	1	0	0	0	2	0	0	1	2	1	1	4	0	1	2	1	0	0	0	5	1	1	0	0	0	2	0	0	1	2	2	0	0	3	5	7	0	1	0	1	1	2	2	4	6	0	15	0
Zymomonas mobilis	0	0	42	0	2	9	21	79	5	8	3	1	5	5	7	0	4	6	3	2	1	1	2	0	1	3	1	0	12	0	0	47	6	4	6	2	1	26	1	28	16	4	35	6	0	1	0	1	0	0	53	2	1	9	5
Sphingomonas echinoides	2	2	8	1	0	0	4	3	0	0	3	2	0	0	1	0	6	1	14	2	5	1	3	0	3	3	1	1	1	1	0	1	3	1	2	3	28	1	0	0	4	14	2	5	1	4	0	3	1	5	1	1	0	3	0
Sphingomonas melonis	0	0	7	0	0	1	0	0	1	2	3	4	1	0	1	0	6	34	5	3	26	6	23	1	7	0	7	1	0	8	0	1	13	0	1	4	36	0	0	0	177	64	8	1	0	2	0	8	2	0	38	3	0	19	1
Sphingomonas wittichii	1	7	15	1	1	3	22	1	0	8	1	38	6	0	2	2	42	4	22	9	5	0	4	0	7	1	28	12	4	1	1	2	2	3	0	2	19	1	14	16	61	42	85	9	4	0	32	2	2	0	24	6	27	8	2
Sphingomonas aurantiaca	0	1	6	0	0	1	9	1	4	3	1	36	4	0	1	0	4	9	22	3	0	0	4	0	0	3	0	1	2	1	5	3	0	0	0	1	6	0	5	0	7	5	32	3	2	4	2	1	1	1	6	7	0	5	1
Sphingomonas faeni	1	0	1	1	0	2	4	1	0	1	1	6	0	0	0	0	1	0	1	0	0	0	1	0	2	1	1	0	0	0	0	6	4	0	2	2	2	0	0	0	1	4	0	2	1	0	0	0	0	3	2	1	0	5	0
Sphingomonas aerolata	0	0	3	0	0	0	7	3	1	2	16	6	1	1	2	0	3	1	5	0	2	0	0	0	3	1	8	0	3	0	2	1	2	0	0	0	3	0	0	0	7	3	6	0	1	1	1	4	0	0	0	3	5	2	3
Sphingomonas dokdonensis	0	2	8	1	0	2	4	4	0	0	1	0	0	0	0	0	13	0	4	4	2	0	1	0	31	1	6	0	1	0	0	5	0	0	0	1	4	2	0	1	4	8	8	3	0	1	0	1	1	3	0	1	1	0	2
Sphingomonas ginsengisoli An et al. 2013	0	0	2	1	0	0	7	0	0	3	0	28	3	0	1	2	13	3	4	3	2	1	1	0	0	3	1	0	4	1	1	0	2	4	0	0	4	5	0	0	3	14	11	1	1	0	0	3	1	0	4	4	0	1	4
Sphingomonas jaspsi	2	1	3	0	0	1	3	0	0	0	0	2	1	1	0	0	10	0	21	0	3	1	4	0	1	0	16	1	0	1	0	0	0	9	0	0	8	0	0	0	12	2	6	1	1	0	0	0	2	1	7	2	5	6	0
Sphingomonas sanxanigenens	3	2	22	0	0	4	15	6	2	7	1	23	9	0	3	1	31	7	26	3	8	3	8	0	5	3	33	6	7	0	2	7	3	2	1	4	23	1	0	3	18	22	97	23	8	7	6	27	2	1	17	20	2	5	1
Sphingomonas haloaromaticamans	2	9	27	0	0	7	9	5	2	5	1	12	2	0	62	19	9	26	4	3	18	6	14	1	0	36	14	6	9	3	7	8	60	2	0	1	9	0	25	23	54	45	65	38	0	8	1	17	0	0	13	15	33	1	5
Sphingomonas indica	1	1	5	0	0	0	2	2	0	0	0	2	0	0	0	0	7	0	7	2	0	0	4	0	2	0	3	3	1	0	2	0	9	0	0	1	6	1	0	0	6	28	11	5	2	0	3	0	0	3	4	2	5	1	0
Sphingomonas taxi	1	2	1	0	0	8	4	2	3	1	0	4	3	0	0	2	12	1	5	2	0	0	0	0	0	5	6	0	1	0	1	2	3	2	0	0	17	0	0	0	1	7	2	1	0	1	0	1	0	0	9	3	1	4	0
Sphingomonas hengshuiensis	0	2	5	0	0	1	1	0	0	1	1	2	0	0	0	4	1	0	27	0	2	0	3	0	0	0	0	2	1	0	1	1	0	0	0	0	1	0	0	0	0	3	4	3	1	3	0	0	2	0	4	0	1	2	1
Sphingomonas prati	2	3	8	2	0	2	6	4	3	2	1	6	14	0	4	5	9	5	24	3	5	1	9	0	5	8	15	2	0	7	2	1	1	3	0	31	5	0	6	0	32	16	22	11	5	0	0	2	1	0	16	12	10	9	1
Sphingomonas bacterium	0	1	0	0	0	2	7	1	1	1	0	11	0	0	0	1	12	4	3	1	0	0	1	0	3	1	0	0	1	0	2	5	0	0	0	0	3	0	4	0	2	5	23	2	1	3	2	1	1	0	13	2	0	0	0
Sphingomonas pokkalii	4	0	3	0	0	5	4	1	2	7	0	5	5	0	3	5	13	4	6	2	7	7	2	0	1	7	2	13	0	2	1	0	1	5	1	6	12	2	33	3	1	7	23	3	3	1	4	2	2	2	13	5	3	4	1
Sphingomonas populi	2	20	29	23	0	0	5	3	1	2	1	8	37	0	11	0	3	2	4	1	17	4	2	0	0	1	11	5	2	2	2	20	3	1	0	0	18	0	1	2	36	10	27	2	4	6	1	1	3	0	16	5	15	15	2
Sphingomonas sp.	3	6	21	1	0	7	70	9	1	3	1	51	3	0	1	5	58	60	54	9	3	1	35	1	7	7	53	6	6	1	4	6	4	31	2	2	3	1	2	2	85	51	152	7	7	6	5	6	3	4	72	6	6	52	5
Sphingomonas sp. IC081	2	1	5	1	0	16	9	2	0	2	1	30	1	0	0	5	8	1	47	1	3	0	4	1	1	0	2	2	2	2	2	5	1	1	0	3	6	5	4	2	1	42	14	4	2	1	2	3	0	1	16	6	0	5	7
Sphingomonas sp. SKA58	1	0	0	0	0	0	3	1	6	0	0	7	0	0	1	0	5	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	3	0	9	0	1	0	0	1	22	0	0	0	0	0	0	3	0	5	0	0	0
Sphingomonas sp. KC8	1	2	36	1	0	0	3	2	1	0	2	1	2	1	1	0	6	1	11	1	0	0	1	0	4	0	3	1	1	1	1	4	1	1	7	4	2	2	0	9	4	5	26	4	1	3	6	1	1	0	4	1	1	6	1
Sphingomonas sp. Cra20	0	6	4	0	0	1	2	3	1	5	0	2	0	0	0	2	7	0	2	2	2	4	1	1	1	8	1	4	2	0	0	2	1	4	1	0	8	0	2	3	1	5	8	3	2	1	1	0	0	0	2	2	2	8	2
Sphingomonas sp. STIS6.2	0	0	0	0	0	0	1	0	0	5	0	3	0	0	0	0	1	0	1	0	5	0	2	0	0	0	2	0	0	0	1	0	0	3	0	0	0	0	3	0	0	1	2	0	0	1	0	0	0	0	0	1	0	2	0
Sphingomonas sp. URHD0057	3	2	12	0	0	0	5	1	0	0	0	13	0	0	0	0	2	0	2	1	4	0	3	0	0	1	4	0	2	0	0	7	0	9	2	1	1	0	0	1	0	7	7	1	0	0	1	0	0	0	1	8	0	6	0
Sphingomonas sp. AAP5	9	1	3	1	0	2	7	3	0	3	1	4	0	0	0	2	6	2	1	3	0	1	2	0	4	1	3	2	1	0	0	2	0	1	0	0	9	1	5	1	5	9	5	6	0	2	2	1	0	2	9	3	6	6	0
Sphingomonas sp. NFR15	0	0	5	0	0	1	10	0	1	1	2	9	2	0	0	3	7	5	4	0	2	0	3	0	0	1	2	1	3	0	2	2	0	3	0	2	5	1	0	1	9	9	23	30	1	0	3	6	1	0	3	6	1	6	0
Sphingomonas sp. SCN 67-18	0	1	9	0	0	0	7	2	1	1	0	60	0	4	0	1	9	6	18	4	1	0	4	0	0	1	3	4	3	0	0	1	0	2	0	1	2	0	0	0	4	19	5	7	1	2	0	1	0	0	4	1	1	7	0
