DATASET_COLORSTRIP
#In colored strip datasets, each ID is associated to a color box/strip and can have an optional label. Color can be specified in hexadecimal, RGB or RGBA notation. When using RGB or RGBA notation, you cannot use COMMA as the dataset separator

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file.

SEPARATOR TAB
#SEPARATOR COMMA
#SEPARATOR SPACE

#label is used in the legend table (can be changed later)
DATASET_LABEL	ANI

#dataset color (can be changed later)
#COLOR #ff0000

#=================================================================#
#                    OPTIONAL SETTINGS                            #
#=================================================================#

#If COLOR_BRANCHES is set to 1, branches of the tree will be colored according to the colors of the strips above the leaves.
#When all children of a node have the same color, it will be colored the same, ie. the color will propagate inwards towards the root.
#COLOR_BRANCHES 0


#=================================================================#
#     all other optional settings can be set or changed later     #
#           in the web interface (under 'Datasets' tab)           #
#=================================================================#

#Each dataset can have a legend, which is defined using LEGEND_XXX fields below
#For each row in the legend, there should be one shape, color and label.
#Optionally, you can define an exact legend position using LEGEND_POSITION_X and LEGEND_POSITION_Y. To use automatic legend positioning, do NOT define these values
#Optionally, shape scaling can be present (LEGEND_SHAPE_SCALES). For each shape, you can define a scaling factor between 0 and 1.
#Shape should be a number between 1 and 6, or any protein domain shape definition.
#1: square
#2: circle
#3: star
#4: right pointing triangle
#5: left pointing triangle
#6: checkmark

LEGEND_TITLE	ANI
LEGEND_POSITION_X	1125
LEGEND_POSITION_Y	700
LEGEND_SHAPES	1	1	1	1	1
LEGEND_COLORS	#E2EE5EFF	#75C56EFF	#209478FF	#096168FF	#1D3141FF
LEGEND_LABELS	80-84.9	85-89.9	90-94.9	95-98.9	>99	
#LEGEND_SHAPE_SCALES 1 1 0.5 1

#width of the colored strip
STRIP_WIDTH	50

#left margin, used to increase/decrease the spacing to the next dataset. Can be negative, causing datasets to overlap.
#MARGIN 0

#border width; if set above 0, a border of specified width (in pixels) will be drawn around the color strip 
#BORDER_WIDTH 0

#border color; used when BORDER_WIDTH is above 0
#BORDER_COLOR #0000ff

#if set to 1, border will be drawn completely around each colored strip box
#COMPLETE_BORDER 0

#always show internal values; if set, values associated to internal nodes will be displayed even if these nodes are not collapsed. It could cause overlapping in the dataset display.
#SHOW_INTERNAL 0


#display or hide the individual label inside each colored strip (when defined in the data below)
#SHOW_STRIP_LABELS 1

#position of the strip label within the box; 'top', 'center' or 'bottom'
#STRIP_LABEL_POSITION center

#strip label size factor (relative to the tree leaf labels)
#STRIP_LABEL_SIZE_FACTOR 1


#rotation of the strip labels; used only in rectangular tree display mode
#STRIP_LABEL_ROTATION 0

#strip label shift in pixels (positive or negative)
#STRIP_LABEL_SHIFT 0

#STRIP_LABEL_COLOR #000000

#draw a black outline around the text (width in pixels)
#STRIP_LABEL_OUTLINE 0.5

#display or hide the dataset label above the colored strip
SHOW_LABELS	

#dataset label size factor
SIZE_FACTOR	15

#dataset label rotation
#LABEL_ROTATION 0

#dataset label shift in pixels (positive or negative)
LABEL_SHIFT	2

#Internal tree nodes can be specified using IDs directly, or using the 'last common ancestor' method described in iTOL help pages

#=================================================================#
#       Actual data follows after the "DATA" keyword              #
#=================================================================#
DATA
user_genome	anigroupcolor	anigroup
nC33_bin.7	#096168FF	95-98.9
iB14_bin.25	#096168FF	95-98.9
iB14_bin.26	#096168FF	95-98.9
iB14_bin.27	#096168FF	95-98.9
iB14_bin.3	#096168FF	95-98.9
iB14_bin.39	#096168FF	95-98.9
iB14_maxbin.001	#096168FF	95-98.9
iB14_maxbin.002	#096168FF	95-98.9
iB49_83	#096168FF	95-98.9
iB27_63	#096168FF	95-98.9
iC15_43	#096168FF	95-98.9
iB49_bin.2	#096168FF	95-98.9
iB15_bin.31	#096168FF	95-98.9
iB49_bin.21	#096168FF	95-98.9
iB15_maxbin.007	#096168FF	95-98.9
iB15_maxbin.009_sub	#096168FF	95-98.9
iB16_105	#096168FF	95-98.9
iB16_23_sub	#096168FF	95-98.9
iB16_38	#096168FF	95-98.9
iB16_62_sub	#096168FF	95-98.9
iC15_bin.12	#096168FF	95-98.9
iB16_bin.17	#096168FF	95-98.9
iB16_bin.27	#096168FF	95-98.9
iB16_bin.29_sub	#096168FF	95-98.9
iB16_bin.32	#096168FF	95-98.9
iB16_bin.43	#096168FF	95-98.9
iB16_bin.7	#096168FF	95-98.9
iB16_maxbin.003	#096168FF	95-98.9
iB16_maxbin.007	#096168FF	95-98.9
iB16_maxbin.014	#096168FF	95-98.9
iB17_10_sub	#096168FF	95-98.9
iB17_17_sub	#096168FF	95-98.9
iB17_40	#096168FF	95-98.9
iB17_46	#096168FF	95-98.9
iB17_5_sub	#096168FF	95-98.9
iB50_2	#096168FF	95-98.9
iB17_bin.12	#096168FF	95-98.9
iB50_35	#096168FF	95-98.9
iB50_42	#096168FF	95-98.9
iB50_55	#096168FF	95-98.9
iB17_maxbin.001	#096168FF	95-98.9
iB17_maxbin.004_sub	#096168FF	95-98.9
iB17_maxbin.014	#096168FF	95-98.9
iB18_100	#096168FF	95-98.9
iB50_bin.6	#096168FF	95-98.9
iB18_52	#096168FF	95-98.9
iB18_84	#096168FF	95-98.9
iB18_94	#096168FF	95-98.9
iB18_99	#096168FF	95-98.9
iB18_bin.14	#096168FF	95-98.9
iB18_bin.25	#096168FF	95-98.9
iB52_4	#096168FF	95-98.9
iB18_bin.37	#096168FF	95-98.9
iB52_67	#096168FF	95-98.9
iB18_bin.5	#096168FF	95-98.9
iB18_bin.50	#096168FF	95-98.9
iB18_maxbin.003_sub	#096168FF	95-98.9
iB18_maxbin.006_sub	#096168FF	95-98.9
iB18_maxbin.009	#096168FF	95-98.9
iB2_17	#096168FF	95-98.9
iB2_27	#096168FF	95-98.9
iB2_47_sub	#096168FF	95-98.9
iB2_49	#096168FF	95-98.9
iB2_5	#096168FF	95-98.9
iB55_bin.5	#096168FF	95-98.9
iB2_maxbin.001	#096168FF	95-98.9
iB20_32	#096168FF	95-98.9
iB20_4	#096168FF	95-98.9
iB56_71	#096168FF	95-98.9
iC19_57	#096168FF	95-98.9
iB22_3	#096168FF	95-98.9
iB22_34	#096168FF	95-98.9
iB22_45	#096168FF	95-98.9
iB22_bin.11	#096168FF	95-98.9
iB22_bin.12	#096168FF	95-98.9
iB22_bin.18	#096168FF	95-98.9
iB22_bin.23	#096168FF	95-98.9
iB22_bin.31_sub	#096168FF	95-98.9
iB22_bin.6	#096168FF	95-98.9
iB22_maxbin.001_sub	#096168FF	95-98.9
iB22_maxbin.006	#096168FF	95-98.9
iB59_14	#096168FF	95-98.9
iB23_21_sub	#096168FF	95-98.9
iB59_27	#096168FF	95-98.9
iB23_59	#096168FF	95-98.9
iB23_78	#096168FF	95-98.9
iB23_bin.1	#096168FF	95-98.9
iB23_bin.12	#096168FF	95-98.9
iC2_bin.43	#096168FF	95-98.9
iB23_bin.17	#096168FF	95-98.9
iB59_65	#096168FF	95-98.9
iB23_bin.24	#096168FF	95-98.9
iB23_bin.32_sub	#096168FF	95-98.9
iB23_bin.35	#096168FF	95-98.9
iB24_1	#096168FF	95-98.9
iB24_105	#096168FF	95-98.9
iB24_111_sub	#096168FF	95-98.9
iB24_18	#096168FF	95-98.9
iB59_maxbin.017	#096168FF	95-98.9
iB61_25	#096168FF	95-98.9
iB61_39	#096168FF	95-98.9
iB24_75	#096168FF	95-98.9
iB61_5	#096168FF	95-98.9
iC21_18	#096168FF	95-98.9
iB24_bin.2	#096168FF	95-98.9
iB24_bin.26	#096168FF	95-98.9
iB61_maxbin.004	#096168FF	95-98.9
iB24_bin.33_sub	#096168FF	95-98.9
iB24_bin.36	#096168FF	95-98.9
iB24_bin.40	#096168FF	95-98.9
iB24_maxbin.007_sub	#096168FF	95-98.9
iB25_2	#096168FF	95-98.9
iB25_33	#096168FF	95-98.9
iB25_40	#096168FF	95-98.9
iB25_44	#096168FF	95-98.9
iB63_18	#096168FF	95-98.9
iB25_maxbin.002	#096168FF	95-98.9
iB26_22	#096168FF	95-98.9
iB26_34	#096168FF	95-98.9
iB26_41	#096168FF	95-98.9
iB26_51	#096168FF	95-98.9
iB63_bin.17	#096168FF	95-98.9
iB26_bin.1	#096168FF	95-98.9
iB26_bin.2	#096168FF	95-98.9
iB27_14	#096168FF	95-98.9
iB27_15_sub	#096168FF	95-98.9
iB27_21	#096168FF	95-98.9
iB27_36	#096168FF	95-98.9
iB66_bin.10	#096168FF	95-98.9
iB66_bin.2	#096168FF	95-98.9
iB4_bin.8	#096168FF	95-98.9
iB27_bin.18_sub	#096168FF	95-98.9
iB67_1	#096168FF	95-98.9
iB67_2	#096168FF	95-98.9
iB27_maxbin.005	#096168FF	95-98.9
iB27_maxbin.007	#096168FF	95-98.9
iB68_10	#096168FF	95-98.9
iB28_16	#096168FF	95-98.9
iB28_42	#096168FF	95-98.9
iB68_51	#096168FF	95-98.9
iB68_65	#096168FF	95-98.9
iB28_6	#096168FF	95-98.9
iC25_maxbin.005	#096168FF	95-98.9
iB68_bin.35	#096168FF	95-98.9
iB28_bin.17	#096168FF	95-98.9
iB28_bin.18	#096168FF	95-98.9
iB28_bin.26_sub	#096168FF	95-98.9
iB69_35	#096168FF	95-98.9
iC26_86	#096168FF	95-98.9
iB69_6	#096168FF	95-98.9
iB7_33	#096168FF	95-98.9
iB7_37	#096168FF	95-98.9
iB29_44	#096168FF	95-98.9
iB29_48_sub	#096168FF	95-98.9
iB29_7	#096168FF	95-98.9
iB70_40	#096168FF	95-98.9
iB29_bin.28	#096168FF	95-98.9
iB70_67	#096168FF	95-98.9
iB70_bin.12	#096168FF	95-98.9
iC27_bin.20	#096168FF	95-98.9
iB70_bin.30	#096168FF	95-98.9
iC27_bin.26	#096168FF	95-98.9
iB30_55	#096168FF	95-98.9
iB30_9	#096168FF	95-98.9
iC27_bin.42	#096168FF	95-98.9
iC27_bin.5	#096168FF	95-98.9
iB71_22	#096168FF	95-98.9
iB71_24_sub	#096168FF	95-98.9
iB31_28	#096168FF	95-98.9
iB31_4_sub	#096168FF	95-98.9
iB31_46	#096168FF	95-98.9
iB31_47	#096168FF	95-98.9
iB31_51	#096168FF	95-98.9
iB31_6	#096168FF	95-98.9
iB31_bin.11	#096168FF	95-98.9
iB31_bin.16	#096168FF	95-98.9
iB31_bin.8	#096168FF	95-98.9
iB32_13	#096168FF	95-98.9
iB72_53	#096168FF	95-98.9
iC29_50_sub	#096168FF	95-98.9
iB72_75	#096168FF	95-98.9
iC29_65	#096168FF	95-98.9
iB45_28_sub	#096168FF	95-98.9
iB72_bin.15	#096168FF	95-98.9
iB72_bin.44	#096168FF	95-98.9
iB33_19	#096168FF	95-98.9
iB73_15	#096168FF	95-98.9
iB73_34	#096168FF	95-98.9
iB73_50	#096168FF	95-98.9
iC3_102	#096168FF	95-98.9
iB33_maxbin.006	#096168FF	95-98.9
iB73_8	#096168FF	95-98.9
iB34_16_sub	#096168FF	95-98.9
iB34_26	#096168FF	95-98.9
iB34_57	#096168FF	95-98.9
iB34_60_sub	#096168FF	95-98.9
iB73_bin.36_sub	#096168FF	95-98.9
iB73_bin.5	#096168FF	95-98.9
iB73_maxbin.017_sub	#096168FF	95-98.9
iB34_86	#096168FF	95-98.9
iB34_bin.10	#096168FF	95-98.9
iB46_39_sub	#096168FF	95-98.9
iB74_108	#096168FF	95-98.9
iB74_33	#096168FF	95-98.9
iC3_bin.22	#096168FF	95-98.9
iB34_bin.5	#096168FF	95-98.9
iB34_maxbin.002_sub	#096168FF	95-98.9
iB36_24	#096168FF	95-98.9
iB46_80	#096168FF	95-98.9
iB74_94	#096168FF	95-98.9
iB36_6	#096168FF	95-98.9
iB36_8	#096168FF	95-98.9
iB36_bin.11	#096168FF	95-98.9
iB74_bin.49	#096168FF	95-98.9
iB74_bin.53	#096168FF	95-98.9
iB46_maxbin.008	#096168FF	95-98.9
iB37_24	#096168FF	95-98.9
iB37_35	#096168FF	95-98.9
iB37_44	#096168FF	95-98.9
iB47_33	#096168FF	95-98.9
iB37_54	#096168FF	95-98.9
iB37_bin.1	#096168FF	95-98.9
iB37_bin.13	#096168FF	95-98.9
iB75_36	#096168FF	95-98.9
iB37_bin.24_sub	#096168FF	95-98.9
iB75_bin.10	#096168FF	95-98.9
iB75_bin.27_sub	#096168FF	95-98.9
iB75_bin.30	#096168FF	95-98.9
iB38_maxbin.003	#096168FF	95-98.9
iB76_31	#096168FF	95-98.9
iB39_35	#096168FF	95-98.9
iB39_4	#096168FF	95-98.9
iB76_bin.18	#096168FF	95-98.9
iC32_71	#096168FF	95-98.9
iB76_maxbin.004	#096168FF	95-98.9
iC32_bin.15	#096168FF	95-98.9
iB39_bin.20_sub	#096168FF	95-98.9
iB39_maxbin.005_sub	#096168FF	95-98.9
iB77_50	#096168FF	95-98.9
iB39_maxbin.015	#096168FF	95-98.9
iB4_29	#096168FF	95-98.9
iB4_45	#096168FF	95-98.9
iB4_55	#096168FF	95-98.9
iC33_34_sub	#096168FF	95-98.9
iB4_90	#096168FF	95-98.9
iB79_21	#096168FF	95-98.9
iB79_27	#096168FF	95-98.9
iB4_bin.25	#096168FF	95-98.9
iB4_bin.26	#096168FF	95-98.9
iB79_47	#096168FF	95-98.9
iB4_bin.33	#096168FF	95-98.9
iC15_13	#096168FF	95-98.9
iB4_maxbin.010	#096168FF	95-98.9
iB79_77	#096168FF	95-98.9
iB40_14_sub	#096168FF	95-98.9
iB40_21	#096168FF	95-98.9
iB79_85	#096168FF	95-98.9
iB79_9	#096168FF	95-98.9
iB79_bin.24	#096168FF	95-98.9
iB5_103	#096168FF	95-98.9
iB40_bin.3	#096168FF	95-98.9
iB79_bin.41	#096168FF	95-98.9
iB41_37	#096168FF	95-98.9
iB41_53	#096168FF	95-98.9
iB41_54	#096168FF	95-98.9
iB41_55	#096168FF	95-98.9
iB41_69	#096168FF	95-98.9
iB8_52	#096168FF	95-98.9
iB41_bin.4	#096168FF	95-98.9
iB42_11	#096168FF	95-98.9
iB42_24	#096168FF	95-98.9
iB9_7	#096168FF	95-98.9
iB42_42	#096168FF	95-98.9
iB42_68	#096168FF	95-98.9
iB42_8_sub	#096168FF	95-98.9
iB42_bin.18	#096168FF	95-98.9
iB42_bin.25	#096168FF	95-98.9
iC1_115	#096168FF	95-98.9
iB42_bin.31	#096168FF	95-98.9
iB42_maxbin.002	#096168FF	95-98.9
iC1_23	#096168FF	95-98.9
iC1_28	#096168FF	95-98.9
iB43_62	#096168FF	95-98.9
iB43_63	#096168FF	95-98.9
iC1_50	#096168FF	95-98.9
iB43_75_sub	#096168FF	95-98.9
iC1_68_sub	#096168FF	95-98.9
iB43_bin.3	#096168FF	95-98.9
iB43_bin.36	#096168FF	95-98.9
iB43_bin.41	#096168FF	95-98.9
iC1_bin.33	#096168FF	95-98.9
iB43_maxbin.007	#096168FF	95-98.9
iB44_16	#096168FF	95-98.9
iC1_maxbin.003	#096168FF	95-98.9
iB44_63	#096168FF	95-98.9
iB44_67	#096168FF	95-98.9
iB44_75	#096168FF	95-98.9
iB44_8	#096168FF	95-98.9
iC10_37	#096168FF	95-98.9
iB44_bin.17	#096168FF	95-98.9
iB44_bin.32	#096168FF	95-98.9
iC10_68_sub	#096168FF	95-98.9
iB45_10_sub	#096168FF	95-98.9
iB52_maxbin.004	#096168FF	95-98.9
iB45_32_sub	#096168FF	95-98.9
iC10_bin.27_sub	#096168FF	95-98.9
iC8_bin.38_sub	#096168FF	95-98.9
iB45_61_sub	#096168FF	95-98.9
iC11_39	#096168FF	95-98.9
iB45_64	#096168FF	95-98.9
iB45_67	#096168FF	95-98.9
iB45_68_sub	#096168FF	95-98.9
iB45_7	#096168FF	95-98.9
iB45_bin.11	#096168FF	95-98.9
iB45_bin.15	#096168FF	95-98.9
iB45_bin.37	#096168FF	95-98.9
iB45_bin.8	#096168FF	95-98.9
iB45_maxbin.005	#096168FF	95-98.9
iB45_maxbin.006	#096168FF	95-98.9
iB45_maxbin.014	#096168FF	95-98.9
iC12_114	#096168FF	95-98.9
iB58_41	#096168FF	95-98.9
iB58_bin.2	#096168FF	95-98.9
iC12_57	#096168FF	95-98.9
iC12_62	#096168FF	95-98.9
iC12_66	#096168FF	95-98.9
iC12_68	#096168FF	95-98.9
iB46_73	#096168FF	95-98.9
iB46_77_sub	#096168FF	95-98.9
iB59_44	#096168FF	95-98.9
iB46_92	#096168FF	95-98.9
iB46_bin.16	#096168FF	95-98.9
iC12_94	#096168FF	95-98.9
iC12_bin.31	#096168FF	95-98.9
nC27_bin.114	#096168FF	95-98.9
iB46_maxbin.005	#096168FF	95-98.9
iC2_maxbin.017_sub	#096168FF	95-98.9
iB46_maxbin.020	#096168FF	95-98.9
iC12_maxbin.025_sub	#096168FF	95-98.9
iB59_maxbin.003_sub	#096168FF	95-98.9
iB59_maxbin.009_sub	#096168FF	95-98.9
iC13_17_sub	#096168FF	95-98.9
iB47_49	#096168FF	95-98.9
iB47_60	#096168FF	95-98.9
iC13_31	#096168FF	95-98.9
iB47_74	#096168FF	95-98.9
iB47_95_sub	#096168FF	95-98.9
iC13_61	#096168FF	95-98.9
iB47_bin.15	#096168FF	95-98.9
iB47_bin.2	#096168FF	95-98.9
iC13_86_sub	#096168FF	95-98.9
iB47_bin.3_sub	#096168FF	95-98.9
iB47_bin.32	#096168FF	95-98.9
iC13_bin.19_sub	#096168FF	95-98.9
iC13_bin.45	#096168FF	95-98.9
nC33_bin.24	#096168FF	95-98.9
iB47_maxbin.008_sub	#096168FF	95-98.9
iB47_maxbin.013_sub	#096168FF	95-98.9
iB48_14	#096168FF	95-98.9
iB48_53	#096168FF	95-98.9
iB48_58	#096168FF	95-98.9
nC33_bin.4	#096168FF	95-98.9
iB48_bin.2_sub	#096168FF	95-98.9
iB48_bin.21	#096168FF	95-98.9
iB78_maxbin.001	#096168FF	95-98.9
iB49_12	#096168FF	95-98.9
nC33_lr_bin.1	#096168FF	95-98.9
iB49_40_sub	#096168FF	95-98.9
iB49_69	#096168FF	95-98.9
iB49_70	#096168FF	95-98.9
iC15_102	#096168FF	95-98.9
iB49_76	#096168FF	95-98.9
iC23_maxbin.006	#096168FF	95-98.9
iB66_bin.30	#096168FF	95-98.9
iB66_maxbin.004	#096168FF	95-98.9
iC15_46	#096168FF	95-98.9
iB49_bin.20_sub	#096168FF	95-98.9
iC15_54	#096168FF	95-98.9
iC15_61	#096168FF	95-98.9
iB49_maxbin.011_sub	#096168FF	95-98.9
iC25_bin.3	#096168FF	95-98.9
iB5_18	#096168FF	95-98.9
iC15_84	#096168FF	95-98.9
iB5_33	#096168FF	95-98.9
iB68_7	#096168FF	95-98.9
iB5_39	#096168FF	95-98.9
iB5_5	#096168FF	95-98.9
iB5_69	#096168FF	95-98.9
iB5_73	#096168FF	95-98.9
iC16_119	#096168FF	95-98.9
iB5_bin.20	#096168FF	95-98.9
iB5_bin.25	#096168FF	95-98.9
iC26_88	#096168FF	95-98.9
iB5_bin.33	#096168FF	95-98.9
iB5_bin.39	#096168FF	95-98.9
iB5_bin.48	#096168FF	95-98.9
iC16_63	#096168FF	95-98.9
iB5_bin.6	#096168FF	95-98.9
iB5_maxbin.014_sub	#096168FF	95-98.9
iB70_60	#096168FF	95-98.9
iB50_30	#096168FF	95-98.9
iC16_bin.29	#096168FF	95-98.9
iC16_bin.41_sub	#096168FF	95-98.9
iC16_bin.46	#096168FF	95-98.9
iB50_79	#096168FF	95-98.9
iB50_bin.10_sub	#096168FF	95-98.9
iB50_bin.21	#096168FF	95-98.9
iB50_bin.22	#096168FF	95-98.9
iC6_43_sub	#096168FF	95-98.9
iC17_35_sub	#096168FF	95-98.9
iB50_maxbin.004_sub	#096168FF	95-98.9
iB52_13	#096168FF	95-98.9
iB52_2	#096168FF	95-98.9
iB52_20	#096168FF	95-98.9
iB71_bin.15	#096168FF	95-98.9
iC18_49_sub	#096168FF	95-98.9
iB52_58	#096168FF	95-98.9
iC18_68_sub	#096168FF	95-98.9
iB52_74	#096168FF	95-98.9
iB52_bin.11	#096168FF	95-98.9
iB52_bin.14	#096168FF	95-98.9
iB52_bin.19	#096168FF	95-98.9
iB52_bin.22_sub	#096168FF	95-98.9
iB52_bin.25_sub	#096168FF	95-98.9
iC10_71	#096168FF	95-98.9
iB55_12	#096168FF	95-98.9
iB55_6	#096168FF	95-98.9
iB55_7	#096168FF	95-98.9
iC19_0	#096168FF	95-98.9
iB56_23	#096168FF	95-98.9
iB56_29_sub	#096168FF	95-98.9
iB56_47_sub	#096168FF	95-98.9
iC19_55	#096168FF	95-98.9
iB73_57_sub	#096168FF	95-98.9
iB56_bin.25	#096168FF	95-98.9
iB56_bin.35	#096168FF	95-98.9
iB56_maxbin.013	#096168FF	95-98.9
iB57_32	#096168FF	95-98.9
iB57_57	#096168FF	95-98.9
iB57_bin.15	#096168FF	95-98.9
iB57_bin.17	#096168FF	95-98.9
iB58_19	#096168FF	95-98.9
iC9_65	#096168FF	95-98.9
iB74_10	#096168FF	95-98.9
iB59_12_sub	#096168FF	95-98.9
iC2_74	#096168FF	95-98.9
iB59_18	#096168FF	95-98.9
iC2_9_sub	#096168FF	95-98.9
iB59_35	#096168FF	95-98.9
iB59_41	#096168FF	95-98.9
iB74_79	#096168FF	95-98.9
iB59_45	#096168FF	95-98.9
iC3_bin.67_sub	#096168FF	95-98.9
iB59_58	#096168FF	95-98.9
iC2_bin.6	#096168FF	95-98.9
iB59_84	#096168FF	95-98.9
iB59_90	#096168FF	95-98.9
iC30_20	#096168FF	95-98.9
iB59_bin.25	#096168FF	95-98.9
iB59_bin.29	#096168FF	95-98.9
iB74_maxbin.004	#096168FF	95-98.9
iB74_maxbin.005_sub	#096168FF	95-98.9
iC20_25	#096168FF	95-98.9
iC20_30_sub	#096168FF	95-98.9
iB75_24	#096168FF	95-98.9
iB61_42_sub	#096168FF	95-98.9
iC20_bin.37_sub	#096168FF	95-98.9
iB75_51	#096168FF	95-98.9
iB61_bin.17	#096168FF	95-98.9
iB61_maxbin.001	#096168FF	95-98.9
iC31_bin.19_sub	#096168FF	95-98.9
iB62_12_sub	#096168FF	95-98.9
iB62_33	#096168FF	95-98.9
iB62_54	#096168FF	95-98.9
iB62_bin.19	#096168FF	95-98.9
iB62_bin.21	#096168FF	95-98.9
iB62_bin.26	#096168FF	95-98.9
iB62_maxbin.005	#096168FF	95-98.9
iB63_15	#096168FF	95-98.9
iB77_27	#096168FF	95-98.9
iB63_24	#096168FF	95-98.9
iB63_40	#096168FF	95-98.9
iB63_43_sub	#096168FF	95-98.9
iB63_63	#096168FF	95-98.9
iB63_7	#096168FF	95-98.9
iC14_32	#096168FF	95-98.9
iB65_55	#096168FF	95-98.9
iB65_57	#096168FF	95-98.9
iB65_bin.6	#096168FF	95-98.9
iB65_maxbin.002_sub	#096168FF	95-98.9
iB66_80	#096168FF	95-98.9
iB66_85	#096168FF	95-98.9
iC23_bin.25	#096168FF	95-98.9
iB79_5_sub	#096168FF	95-98.9
iB79_59	#096168FF	95-98.9
iB79_66	#096168FF	95-98.9
iC24_28	#096168FF	95-98.9
iC25_5	#096168FF	95-98.9
iB67_30	#096168FF	95-98.9
iB67_bin.10	#096168FF	95-98.9
iC25_bin.29	#096168FF	95-98.9
iC4_40	#096168FF	95-98.9
iB68_44	#096168FF	95-98.9
iC25_bin.37	#096168FF	95-98.9
iC4_56	#096168FF	95-98.9
iB79_maxbin.004	#096168FF	95-98.9
iB79_maxbin.006_sub	#096168FF	95-98.9
iC25_maxbin.040	#096168FF	95-98.9
iB68_bin.6	#096168FF	95-98.9
iB68_maxbin.006	#096168FF	95-98.9
iB69_28	#096168FF	95-98.9
iC26_75	#096168FF	95-98.9
iB8_bin.30	#096168FF	95-98.9
iC4_bin.34	#096168FF	95-98.9
iC26_89	#096168FF	95-98.9
iC26_bin.34	#096168FF	95-98.9
iB70_15	#096168FF	95-98.9
iB70_17	#096168FF	95-98.9
iB70_3	#096168FF	95-98.9
iC27_23	#096168FF	95-98.9
iC4_bin.73	#096168FF	95-98.9
iC27_63	#096168FF	95-98.9
iC27_74	#096168FF	95-98.9
iC2_15	#096168FF	95-98.9
iC27_bin.22	#096168FF	95-98.9
iC1_3	#096168FF	95-98.9
iB70_bin.6	#096168FF	95-98.9
iC5_62	#096168FF	95-98.9
iC1_67	#096168FF	95-98.9
iC5_bin.26	#096168FF	95-98.9
iC27_bin.6	#096168FF	95-98.9
iC27_bin.9	#096168FF	95-98.9
iB71_63_sub	#096168FF	95-98.9
iB71_66	#096168FF	95-98.9
iB71_bin.13	#096168FF	95-98.9
iC1_bin.44	#096168FF	95-98.9
iB71_bin.16_sub	#096168FF	95-98.9
iB71_bin.28	#096168FF	95-98.9
iB71_bin.8	#096168FF	95-98.9
iB71_maxbin.002	#096168FF	95-98.9
iB71_maxbin.009_sub	#096168FF	95-98.9
iB71_maxbin.023_sub	#096168FF	95-98.9
iC29_38_sub	#096168FF	95-98.9
iC10_52	#096168FF	95-98.9
iC29_51	#096168FF	95-98.9
nC29_bin.156	#096168FF	95-98.9
iC10_bin.1	#096168FF	95-98.9
iC29_bin.14	#096168FF	95-98.9
iC29_bin.23_sub	#096168FF	95-98.9
iB72_maxbin.012_sub	#096168FF	95-98.9
iC29_bin.41	#096168FF	95-98.9
iC29_maxbin.002_sub	#096168FF	95-98.9
iC29_maxbin.012_sub	#096168FF	95-98.9
iC8_maxbin.023	#096168FF	95-98.9
iC11_60	#096168FF	95-98.9
iC3_12	#096168FF	95-98.9
iC3_17	#096168FF	95-98.9
iB73_bin.13	#096168FF	95-98.9
iB73_bin.24	#096168FF	95-98.9
iB73_bin.27	#096168FF	95-98.9
iC11_maxbin.037	#096168FF	95-98.9
iC3_57_sub	#096168FF	95-98.9
iC9_63	#096168FF	95-98.9
iB77_bin.9	#096168FF	95-98.9
iC2_21	#096168FF	95-98.9
iC12_33	#096168FF	95-98.9
iC3_90	#096168FF	95-98.9
iC3_bin.1	#096168FF	95-98.9
iC9_bin.29	#096168FF	95-98.9
iB74_68_sub	#096168FF	95-98.9
iB74_73	#096168FF	95-98.9
iC12_74	#096168FF	95-98.9
iC12_9	#096168FF	95-98.9
iC12_90	#096168FF	95-98.9
iB74_98	#096168FF	95-98.9
iC3_bin.73	#096168FF	95-98.9
iB74_bin.41	#096168FF	95-98.9
iC30_14	#096168FF	95-98.9
iC12_bin.64_sub	#096168FF	95-98.9
iC12_bin.7	#096168FF	95-98.9
iC31_21	#096168FF	95-98.9
nC27_bin.30	#096168FF	95-98.9
iC20_15	#096168FF	95-98.9
iC13_16	#096168FF	95-98.9
iB75_13	#096168FF	95-98.9
iC8_bin.10	#096168FF	95-98.9
iB75_30	#096168FF	95-98.9
iC31_73_sub	#096168FF	95-98.9
iC13_47_sub	#096168FF	95-98.9
iC31_bin.17	#096168FF	95-98.9
iC31_bin.18	#096168FF	95-98.9
iC13_79	#096168FF	95-98.9
iB75_maxbin.015	#096168FF	95-98.9
iC31_bin.39	#096168FF	95-98.9
iB76_69	#096168FF	95-98.9
iB76_9	#096168FF	95-98.9
iC32_26	#096168FF	95-98.9
nC33_bin.232	#096168FF	95-98.9
iC32_76	#096168FF	95-98.9
iC13_bin.56	#096168FF	95-98.9
iC13_maxbin.011	#096168FF	95-98.9
iB77_36	#096168FF	95-98.9
iC33_19	#096168FF	95-98.9
iC1_123	#096168FF	95-98.9
iB77_maxbin.003	#096168FF	95-98.9
iB78_28	#096168FF	95-98.9
iC33_23	#096168FF	95-98.9
nC33_bin.6	#096168FF	95-98.9
iB79_16_sub	#096168FF	95-98.9
iC33_38	#096168FF	95-98.9
iC33_76	#096168FF	95-98.9
iB79_40	#096168FF	95-98.9
iB79_45	#096168FF	95-98.9
iC4_103_sub	#096168FF	95-98.9
