#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	C9_concat_metaphlan_bugs_list	C8_concat_metaphlan_bugs_list	C7_concat_metaphlan_bugs_list	C6_concat_metaphlan_bugs_list	C5_concat_metaphlan_bugs_list	C4_concat_metaphlan_bugs_list	C3_concat_metaphlan_bugs_list	C33_concat_metaphlan_bugs_list	C32_concat_metaphlan_bugs_list	C31_concat_metaphlan_bugs_list	C30_concat_metaphlan_bugs_list	C2_concat_metaphlan_bugs_list	C29_concat_metaphlan_bugs_list	C28_concat_metaphlan_bugs_list	C27_concat_metaphlan_bugs_list	C26_concat_metaphlan_bugs_list	C25_concat_metaphlan_bugs_list	C24_concat_metaphlan_bugs_list	C23_concat_metaphlan_bugs_list	C22_concat_metaphlan_bugs_list	C21_concat_metaphlan_bugs_list	C20_concat_metaphlan_bugs_list	C1_concat_metaphlan_bugs_list	C19_concat_metaphlan_bugs_list	C18_concat_metaphlan_bugs_list	C17_concat_metaphlan_bugs_list	C16_concat_metaphlan_bugs_list	C15_concat_metaphlan_bugs_list	C14_concat_metaphlan_bugs_list	C13_concat_metaphlan_bugs_list	C12_concat_metaphlan_bugs_list	C11_concat_metaphlan_bugs_list	C10_concat_metaphlan_bugs_list	B9_concat_metaphlan_bugs_list	B8_concat_metaphlan_bugs_list	B7_concat_metaphlan_bugs_list	B79_concat_metaphlan_bugs_list	B78_concat_metaphlan_bugs_list	B77_concat_metaphlan_bugs_list	B76_concat_metaphlan_bugs_list	B75_concat_metaphlan_bugs_list	B74_concat_metaphlan_bugs_list	B73_concat_metaphlan_bugs_list	B72_concat_metaphlan_bugs_list	B71_concat_metaphlan_bugs_list	B70_concat_metaphlan_bugs_list	B6_concat_metaphlan_bugs_list	B69_concat_metaphlan_bugs_list	B68_concat_metaphlan_bugs_list	B67_concat_metaphlan_bugs_list	B66_concat_metaphlan_bugs_list	B65_concat_metaphlan_bugs_list	B64_concat_metaphlan_bugs_list	B63_concat_metaphlan_bugs_list	B62_concat_metaphlan_bugs_list	B61_concat_metaphlan_bugs_list	B60_concat_metaphlan_bugs_list	B5_concat_metaphlan_bugs_list	B59_concat_metaphlan_bugs_list	B58_concat_metaphlan_bugs_list	B57_concat_metaphlan_bugs_list	B56_concat_metaphlan_bugs_list	B55_concat_metaphlan_bugs_list	B54_concat_metaphlan_bugs_list	B53_concat_metaphlan_bugs_list	B52_concat_metaphlan_bugs_list	B51_concat_metaphlan_bugs_list	B50_concat_metaphlan_bugs_list	B4_concat_metaphlan_bugs_list	B49_concat_metaphlan_bugs_list	B48_concat_metaphlan_bugs_list	B47_concat_metaphlan_bugs_list	B46_concat_metaphlan_bugs_list	B45_concat_metaphlan_bugs_list	B44_concat_metaphlan_bugs_list	B43_concat_metaphlan_bugs_list	B42_concat_metaphlan_bugs_list	B41_concat_metaphlan_bugs_list	B40_concat_metaphlan_bugs_list	B3_concat_metaphlan_bugs_list	B39_concat_metaphlan_bugs_list	B38_concat_metaphlan_bugs_list	B37_concat_metaphlan_bugs_list	B36_concat_metaphlan_bugs_list	B35_concat_metaphlan_bugs_list	B34_concat_metaphlan_bugs_list	B33_concat_metaphlan_bugs_list	B32_concat_metaphlan_bugs_list	B31_concat_metaphlan_bugs_list	B30_concat_metaphlan_bugs_list	B2_concat_metaphlan_bugs_list	B29_concat_metaphlan_bugs_list	B28_concat_metaphlan_bugs_list	B27_concat_metaphlan_bugs_list	B26_concat_metaphlan_bugs_list	B25_concat_metaphlan_bugs_list	B24_concat_metaphlan_bugs_list	B23_concat_metaphlan_bugs_list	B22_concat_metaphlan_bugs_list	B21_concat_metaphlan_bugs_list	B20_concat_metaphlan_bugs_list	B1_concat_metaphlan_bugs_list	B19_concat_metaphlan_bugs_list	B18_concat_metaphlan_bugs_list	B17_concat_metaphlan_bugs_list	B16_concat_metaphlan_bugs_list	B15_concat_metaphlan_bugs_list	B14_concat_metaphlan_bugs_list	B13_concat_metaphlan_bugs_list	B12_concat_metaphlan_bugs_list	B11_concat_metaphlan_bugs_list	B10_concat_metaphlan_bugs_list	A9_concat_metaphlan_bugs_list	A8_concat_metaphlan_bugs_list	A7_concat_metaphlan_bugs_list	A79_concat_metaphlan_bugs_list	A78_concat_metaphlan_bugs_list	A77_concat_metaphlan_bugs_list	A76_concat_metaphlan_bugs_list	A75_concat_metaphlan_bugs_list	A74_concat_metaphlan_bugs_list	A73_concat_metaphlan_bugs_list	A72_concat_metaphlan_bugs_list	A71_concat_metaphlan_bugs_list	A70_concat_metaphlan_bugs_list	A6_concat_metaphlan_bugs_list	A69_concat_metaphlan_bugs_list	A68_concat_metaphlan_bugs_list	A67_concat_metaphlan_bugs_list	A66_concat_metaphlan_bugs_list	A65_concat_metaphlan_bugs_list	A64_concat_metaphlan_bugs_list	A63_concat_metaphlan_bugs_list	A62_concat_metaphlan_bugs_list	A61_concat_metaphlan_bugs_list	A60_concat_metaphlan_bugs_list	A5_concat_metaphlan_bugs_list	A59_concat_metaphlan_bugs_list	A58_concat_metaphlan_bugs_list	A57_concat_metaphlan_bugs_list	A56_concat_metaphlan_bugs_list	A55_concat_metaphlan_bugs_list	A54_concat_metaphlan_bugs_list	A53_concat_metaphlan_bugs_list	A52_concat_metaphlan_bugs_list	A51_concat_metaphlan_bugs_list	A50_concat_metaphlan_bugs_list	A4_concat_metaphlan_bugs_list	A49_concat_metaphlan_bugs_list	A48_concat_metaphlan_bugs_list	A47_concat_metaphlan_bugs_list	A46_concat_metaphlan_bugs_list	A45_concat_metaphlan_bugs_list	A44_concat_metaphlan_bugs_list	A43_concat_metaphlan_bugs_list	A42_concat_metaphlan_bugs_list	A41_concat_metaphlan_bugs_list	A40_concat_metaphlan_bugs_list	A3_concat_metaphlan_bugs_list	A39_concat_metaphlan_bugs_list	A38_concat_metaphlan_bugs_list	A37_concat_metaphlan_bugs_list	A36_concat_metaphlan_bugs_list	A35_concat_metaphlan_bugs_list	A34_concat_metaphlan_bugs_list	A33_concat_metaphlan_bugs_list	A32_concat_metaphlan_bugs_list	A31_concat_metaphlan_bugs_list	A30_concat_metaphlan_bugs_list	A2_concat_metaphlan_bugs_list	A29_concat_metaphlan_bugs_list	A28_concat_metaphlan_bugs_list	A27_concat_metaphlan_bugs_list	A26_concat_metaphlan_bugs_list	A25_concat_metaphlan_bugs_list	A24_concat_metaphlan_bugs_list	A23_concat_metaphlan_bugs_list	A22_concat_metaphlan_bugs_list	A21_concat_metaphlan_bugs_list	A20_concat_metaphlan_bugs_list	A1_concat_metaphlan_bugs_list	A19_concat_metaphlan_bugs_list	A18_concat_metaphlan_bugs_list	A17_concat_metaphlan_bugs_list	A16_concat_metaphlan_bugs_list	A15_concat_metaphlan_bugs_list	A14_concat_metaphlan_bugs_list	A13_concat_metaphlan_bugs_list	A12_concat_metaphlan_bugs_list	A11_concat_metaphlan_bugs_list	A10_concat_metaphlan_bugs_list
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum	2|1239|186801|186802|186803|572511|40520	0.14039000000000001	0.13302999999999998	0	0	0.03341	0.7762600000000001	0.2487	0.00217	0	0.02112	0	0.01039	0.08319	0	0	0	0.41168000000000005	0	0.09254	0.05294	0.16667	0	0	0	0.01269	0.53163	0.04987	0.16824	0	0.08112	0.010620000000000001	0.03243	0.00299	0	0.0491	0	0	0	0	0	0	2.11274	0.30368	0.20065999999999998	0.062439999999999996	0.12986	0.13087000000000001	0	0	0	0	0.03515	0	0	0.00541	0	0	0.20826999999999998	0	0.13848	0.05633	0	0	0.06571	0.10809	0	0	0.56785	0.0364	0.02001	0	0.11972000000000001	0.0036899999999999997	0.21464	0	0.36587	0	0.07545	0	0.04925	0	0	0.17110999999999998	0.20769	0.23205	0	0	0.04691	0	0.00663	0.02284	0	0.13289	0	0	0	0	0	0.06085	0.6865	0	0	0	0.050230000000000004	0.39352	0	0.03381	0.11273	0.12228	0	0	0	0.67162	0	0	0	0.31311	0	0.06204	0.20196	0	0	0	0.008740000000000001	0.17488	0	0	0.08373	0.10693	0.18482	0	0	0.026510000000000002	0	0	0	0.006529999999999999	0	0	0.18659	0.03601	0	0	0	0	0	0.47376999999999997	0	0.35702	0	0	0	0	0	0	0	0	0.39273	0	0.41921	0.43586	0	0.15255	0.02823	0	0	0	0	0	0	0	0.77142	0	0	0	0.024990000000000002	0	0.02535	0	0	0	0	0	0	0	0	0.02166	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_CAG_257	2|1239|186801|186802|186803|572511|1262756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05499	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	2|1239|186801|186802|186803|572511|418240	0	0.00427	0	0	0	0	0	0.03898	0	0.014530000000000001	0	0.24097	0.02099	0	0	0	0	0	0.10720999999999999	0	0	0.03272	0	0	1.83057	0	0	0	0	0	0.012980000000000002	0	0.01038	0	0	0	0.018359999999999998	0	0	0.094	0	0	0.14876	0.02967	0	0	0.02065	0	0	0	0	0	0	0	0.027089999999999996	0	0	0	0.0009599999999999999	0	0	0	0	0.02375	0	0	0.02625	0	0.00976	0.25916	0.0037	0	0	0	0.13848	0.01728	0.08387	0	0.1074	0	0.09482	0	0	0.004520000000000001	0	0	0	0	0.00312	0	0	0	0	0.0057399999999999994	0	0.08693	0.060410000000000005	0	0.05331	0.07884	0	0	0.030369999999999998	0.0304	0	0	0	0.01574	0	0	0	0	0	0.06451	0.04409	0	0	0	0	0	0	0	0	0	0.06813999999999999	0.03676	0	0	0	0	0	0.0336	0.09738	0	0	0	0	0	0.04348	0.06412000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0576	0.04197	0.008409999999999999	0	0	0	0	0	0	0	0	0	0	0.0266	0	0	0	0	0	0	0	0.03027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006509999999999999	0.29859
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	2|1239|186801|186802|186803|572511|33038	0	0	0	0	0	0	0.08075	0.06274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7208899999999999	0	0	0	0	0.04419	0	0	0.01806	0	0	0	0	0	0	0	0	0	0.1176	0	0	0	1.43478	0	0	0	0	0	0	0.49688000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25575	0	0	0	0	0.01267	0	0	0	0	0	0	0	0	0	0.00117	0	0	0.20232999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12902	0	0	0	0	0	0	0	0	0	0	0.15412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08408	0	0	0	0	0	0	0	0.10252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00244	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	2|1239|186801|186802|186803|572511|33039	1.40985	0.012240000000000001	0.03361	0.24536999999999998	0.39345	0	0.61141	0.16791	0	7.06654	0	0.67297	1.1924	0.06888999999999999	0	1.65025	0.02222	0.21600999999999998	0.6975899999999999	0.13888	0.03706	0.06147999999999999	0.04819	0	0.09043999999999999	1.00994	0.19318	0.1473	0	0.10323	0.09967000000000001	0.41996000000000006	0.22079000000000001	0.08804	0.01965	0.16866	0.50039	0	0.021159999999999998	0	0.07707	0	1.31758	0.19849	0.9689700000000001	2.08724	0.15963	0	0	0	0.06713999999999999	0	0	0.44347	0.10779000000000001	0.0353	0	0	0.04701	0.49903000000000003	0.21252	0.04046	0.04402	0.00885	0.09498999999999999	0.08897999999999999	0	1.34906	0.21448000000000003	0.22576999999999997	0.10082999999999999	0.08767	0	0.08617999999999999	0.00372	2.20093	0.16468	0.04428	0.05446	0	0.06387999999999999	0.0513	0.03023	0.01048	0.16399	0	0.021480000000000003	0	0	0	0.03704	0.217	0.06799	0.07501000000000001	0.02399	0	0.16366	0.017769999999999998	0.43109	0.1034	0	0.06087000000000001	0.57006	0	0.05919	0	0.00573	0.43065	0.47101000000000004	0.13865	0	0	0.18916	0.013580000000000002	0.01415	0.18629	0.7364	0.054529999999999995	0	0.05927999999999999	0	0	0	0.25311999999999996	0.22719	0.1803	0	1.63375	0.17665	0	0	0	0.040080000000000005	0	0	0	0.38306	0	0	3.8927300000000002	0.10520999999999998	0.10999	0	0	0	0	0	0	0.10903	0	0.13207	0	0.25451	0	0	0	0.08723	0.01945	0	0	0.41015	0.53091	0	0.26245	0.32032	0.09977000000000001	1.9748900000000003	0	0	0	0.026680000000000002	0.15262	0	0	0.13302999999999998	0.01047	0	0	0	0	0	0	0	0	0	0	0.09529	0	0	0	0.5942
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	2|1239|186801|186802|186803|830	2.63096	0.12515	2.98998	0.45433	0.01265	2.80289	0.06722	0.38863000000000003	0.1577	13.88065	0	13.226939999999999	12.41801	6.7077	0	1.7410299999999999	0	0	1.2324	3.65202	0.16642	0.17820999999999998	0.32978	3.1553	4.93866	7.6484	0.10224	7.814089999999999	0	0	2.22289	0	0.17472000000000001	0	0.37889	0.00601	2.2126099999999997	0	6.124630000000001	9.54279	1.0635	0.24615	0.27553	17.83111	0	0.52687	0	0	0	1.72944	0.66314	1.9258099999999998	0	6.5263599999999995	0.9774799999999999	0.07157999999999999	0	0.01872	24.55036	9.96841	12.03915	4.31605	0.55329	6.83438	0.03771	10.60636	0	0.04686	0.53035	9.90448	0	14.15581	2.09817	4.831169999999999	0	0	18.97468	0.84652	0.5660000000000001	0	0	0.0212	3.92021	0.31004	0	1.7878599999999998	13.207679999999998	0.022000000000000002	0.8087	4.08938	0.75805	0	0.54548	8.18295	2.10244	1.06064	6.75432	3.3584300000000002	0.21164000000000002	0	0.018969999999999997	2.34499	3.6388300000000005	2.25758	0.26382	8.03133	4.87774	1.56656	1.13985	0.005679999999999999	0.12433	0	0	0	0.02417	0	0.9219	0	0.14236	0	0.059820000000000005	21.209979999999998	0.80632	1.85275	6.54111	0	1.7027299999999999	0	0	14.028839999999999	1.9252099999999999	0.01285	16.662689999999998	0.41998	0.11681	6.31778	0	2.11191	4.04261	0	0	0.03475	0	0	0	0	5.28215	0	0	0	0.34878000000000003	0	1.27973	0	0	0.55476	0	0	0	0	0	0	0	3.71845	0	0.0131	0	0	1.42727	0	9.01067	0	0.46401000000000003	1.56028	0.05926	0	0	0	12.460999999999999	0	0	25.72577	0	0	0	0	0	0	0.58157	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	2|1239|186801|186802|186803|830|45851	0	0.12515	2.64532	0.45433	0.01265	2.80289	0.06722	0.38863000000000003	0.12144	13.88065	0	13.215729999999999	12.28848	6.7077	0	1.7410299999999999	0	0	0	3.65202	0	0	0.31487	2.10438	0	7.6484	0.10224	6.36609	0	0	2.22289	0	0.17472000000000001	0	0.37889	0	0.10984000000000001	0	6.10714	7.09191	0.8700100000000001	0.24615	0.26204	17.76557	0	0	0	0	0	1.2170100000000001	0	1.86795	0	6.45768	0.9774799999999999	0.07157999999999999	0	0.01872	24.475070000000002	7.49235	8.53045	1.56083	0.13417	2.23976	0	10.60636	0	0	0.53035	8.19549	0	0.21016999999999997	1.49595	0.20926999999999998	0	0	14.85394	0.84652	0	0	0	0.0212	3.92021	0.31004	0	0	13.207679999999998	0.022000000000000002	0.8087	0	0.75805	0	0.54548	7.8501	2.10244	0.59255	0	1.14768	0	0	0.018969999999999997	2.25442	1.02534	0	0.17057	0.24298000000000003	0.01009	1.29766	1.13985	0.005679999999999999	0	0	0	0	0.02417	0	0	0	0	0	0	21.209979999999998	0.80632	0	6.54111	0	0.46143	0	0	2.21671	0	0	16.662689999999998	0	0.11681	5.35239	0	0.4964	2.89852	0	0	0	0	0	0	0	5.28215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71845	0	0.0131	0	0	1.42727	0	3.8114199999999996	0	0.46401000000000003	0	0	0	0	0	12.460999999999999	0	0	25.72577	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_sp_CAG_318	2|1239|186801|186802|186803|830|1262761	2.63096	0	0.34465999999999997	0	0	0	0	0	0.03626	0	0	0.01121	0.12953	0	0	0	0	0	1.2324	0	0.16642	0.17820999999999998	0.0149	1.05092	4.93866	0	0	1.4480000000000002	0	0	0	0	0	0	0	0.00601	2.10277	0	0.017490000000000002	2.45087	0.19349	0	0.01349	0.06554	0	0.52687	0	0	0	0.51243	0.66314	0.05786	0	0.06867999999999999	0	0	0	0	0.0753	2.47606	3.5087	2.75522	0.41912	4.594609999999999	0.03771	0	0	0.04686	0	1.7089900000000002	0	13.94564	0.60222	4.6219	0	0	4.12073	0	0.5660000000000001	0	0	0	0	0	0	1.7878599999999998	0	0	0	4.08938	0	0	0	0.33285	0	0.46808999999999995	6.75432	2.21075	0.21164000000000002	0	0	0.09057	2.61348	2.25758	0.09325	7.78835	4.86764	0.2689	0	0	0.12433	0	0	0	0	0	0.9219	0	0.14236	0	0.059820000000000005	0	0	1.85275	0	0	1.2413100000000001	0	0	11.81213	1.9252099999999999	0.01285	0	0.41998	0	0.96539	0	1.61551	1.14409	0	0	0.03475	0	0	0	0	0	0	0	0	0.34878000000000003	0	1.27973	0	0	0.55476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.19926	0	0	1.56028	0.05926	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58157	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	2|1239|186801|186802|186803|33042	0.21093	1.13365	0.5715600000000001	0	0.01736	0.75259	0.27612	0.09031	0.03581	0.28369	0	0.25606999999999996	2.05503	0	0	0	0.36029	0	0.59724	0.20448	0.06821	0.13932999999999998	0.36509	0.29136999999999996	0.13795	1.24676	0.06827000000000001	0.16188	0	0.08566	0.01139	0.07099	0.05594	0.01704	0.048760000000000005	0.0258	0.23094	0.18925	0.0695	0.6322	0.09397	1.1201299999999998	0.35703	1.06493	0.40681	0.95936	0.15307	0.36232	0	0	0	0.02103	0.29111	0.08831	0.19395	0.0373	0	0.26241	0.013090000000000001	0.16482	0.19693	0.15967	0.029710000000000004	0.14231	0.26392	0.03385	0	0.50595	0.20049	1.35992	0.038669999999999996	0.32366999999999996	0.028960000000000003	0.37646	0.23184000000000002	0.28447	1.05259	0.02885	0.22599	0	0.21472	0.06521	0.37585999999999997	0.01514	0.0653	0.10238	0.00805	0.44055	0.030010000000000002	0.19294	0.04875	0.04181	0.23349	0.02245	0	0.20039	0.05127	0.03258	0.2007	2.8532900000000003	0.07661	0.57091	0.08076	0.5706899999999999	0.07862000000000001	0.12750999999999998	0.02453	0.9785799999999999	0.12578	0.14304	0	0	0.8261799999999999	0.23995	0.0212	0.08089	0.16124000000000002	0.08202999999999999	0.37235	0.33694	0.09136	0.24049	0.0542	0.97846	1.31516	0.67109	0.91786	0.8763200000000001	0.20692	0.21955999999999998	0	0.046130000000000004	0.28411	0	0	0	0	0.30969	0.16580999999999999	0.15153	0.43893999999999994	0.59236	0	0.06822	0.81514	0.49825	0.01208	0	0.14007	0	0.27765	0.15211	0.23576	0	0.9015299999999999	0.8652299999999999	0.02698	0.01614	0.36596	0.04922	0.41791999999999996	0.24104	0.0322	1.38885	0.45315	0.00236	0.02459	0	0.30716	0	0.33403	0.28933000000000003	0.22063000000000002	0.2946	0	0.22399999999999998	0.32858000000000004	0	0.03667	0.0327	1.1405399999999999	0.52937	0	0	0.01054	0.42578	0.16965999999999998	0.20453	0.30793000000000004	0	0.63407
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	2|1239|186801|186802|186803|33042|116085	0.10567	0.0314	0.03489	0	0	0.27958	0.12199000000000002	0	0.03581	0.05435	0	0	0	0	0	0	0.034089999999999995	0	0.0032700000000000003	0.01764	0.02798	0	0	0	0.021840000000000002	0.23109000000000002	0.01407	0.08107	0	0.03393	0.0057399999999999994	0.04543	0.0058	0	0.0367	0	0.07749	0	0	0	0.01902	0	0.1137	0	0.08419	0.16709000000000002	0	0	0	0	0	0	0	0.08831	0	0	0	0.24164000000000002	0	0.03305	0.0373	0.043769999999999996	0	0.07721	0	0.03385	0	0.44852	0	0.04799	0	0.02706	0.028960000000000003	0.37646	0.00572	0.02455	0	0.02252	0	0	0	0	0	0.0069299999999999995	0.00281	0.008879999999999999	0	0.03149	0.0015	0.028030000000000003	0	0	0.0071200000000000005	0.02245	0	0.00399	0	0	0.01733	0.014709999999999999	0	0.42825	0	0.1047	0.017669999999999998	0.10873	0.01884	0.36227	0	0	0	0	0.01556	0.12494000000000001	0	0	0.16124000000000002	0	0	0	0	0	0	0.08123	1.06716	0.23917	0.6271100000000001	0.0042899999999999995	0.20692	0.02487	0	0	0.24616	0	0	0	0	0	0	0.12376	0	0	0	0.03225	0	0.0575	0.01208	0	0	0	0.15295	0	0.15137	0	0.10864000000000001	0	0	0.01614	0	0.01677	0.05811	0	0.01427	0.33642	0	0	0.02459	0	0	0	0.053939999999999995	0	0.12797999999999998	0	0	0	0	0	0	0	0	0.01891	0	0	0	0	0	0.02578	0	0	0.34945
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	2|1239|186801|186802|186803|33042|410072	0.07765	0.07152	0.03349	0	0.01736	0.47302	0.13909000000000002	0	0	0.1939	0	0.25606999999999996	2.05503	0	0	0	0.32619000000000004	0	0.59396	0.18684	0.04023	0.03305	0.36509	0	0	1.01568	0.051660000000000005	0.06491	0	0.051739999999999994	0.00564	0.02556	0.022869999999999998	0.01704	0	0.0258	0.15345	0.18925	0.01733	0.6322	0.07495	0.08077999999999999	0.17953	1.06493	0.32261999999999996	0.63321	0.15307	0.05142000000000001	0	0	0	0.02103	0.29111	0	0.19395	0.00465	0	0.02077	0.013090000000000001	0.11646	0.15963	0.1159	0.029710000000000004	0.0651	0.26392	0	0	0.05744	0.07041	1.3119299999999998	0.038669999999999996	0.24488000000000001	0	0	0.13279000000000002	0.23614000000000002	0.6363300000000001	0	0.22599	0	0.21472	0.03984	0.0291	0.00822	0.06249	0.0935	0.00805	0	0.02851	0.16491	0.04875	0.01967	0.22637	0	0	0.14809	0.05127	0.03258	0.17435	2.46622	0	0.14265999999999998	0.08076	0.33674	0.06095	0.01878	0.00569	0.57419	0.12578	0.036610000000000004	0	0	0.45481000000000005	0.11500999999999999	0.0212	0.08089	0	0	0	0.33694	0	0.01287	0.0542	0	0.08584	0.34309	0.29075	0.06609	0	0.13687	0	0.046130000000000004	0.03795	0	0	0	0	0	0.12784	0	0.12163	0.13593	0	0.03596	0.25126	0.26391	0	0	0.14007	0	0.1247	0.15211	0.08438999999999999	0	0.09552999999999999	0.09736	0.024980000000000002	0	0.36596	0.03245	0.3598	0.24104	0.01793	0.90156	0.10647999999999999	0.00236	0	0	0.30716	0	0.09005	0.28933000000000003	0.09265	0.16410999999999998	0	0.11381	0.32858000000000004	0	0.03667	0.0327	0	0.42678999999999995	0	0	0	0.42578	0.16965999999999998	0.17875	0	0	0.28462
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	2|1239|186801|186802|186803|33042|33043	0.027610000000000003	1.03072	0.5031899999999999	0	0	0	0.015040000000000001	0.09031	0	0.03544	0	0	0	0	0	0	0	0	0	0	0	0.10628	0	0.29136999999999996	0.11612	0	0.0025399999999999997	0.0159	0	0	0	0	0.02727	0	0.01206	0	0	0	0.05217	0	0	1.03935	0.0638	0	0	0.15905999999999998	0	0.3109	0	0	0	0	0	0	0	0.03265	0	0	0	0.0153	0	0	0	0	0	0	0	0	0.13008	0	0	0.05173	0	0	0.09333	0.02377	0.41626	0.00634	0	0	0	0.02537	0.34676	0	0	0	0	0.40906	0	0	0	0.02214	0	0	0	0.048310000000000006	0	0	0.00902	0.37235	0.07661	0	0	0.12925	0	0	0	0.04212	0	0.10643	0	0	0.35581	0	0	0	0	0.08202999999999999	0.37235	0	0.09136	0.22762	0	0.89723	0.16216	0.08882999999999999	0	0.80594	0	0.05782	0	0	0	0	0	0	0	0.30969	0.03797	0.027760000000000003	0.31731	0.45643	0	0	0.56388	0.17685	0	0	0	0	0	0	0	0	0.6973699999999999	0.7678699999999999	0.002	0	0	0	0	0	0	0.15087	0.34667	0	0	0	0	0	0.19004000000000001	0	0	0.13049000000000002	0	0.11018	0	0	0	0	1.1405399999999999	0.08366	0	0	0.01054	0	0	0	0.30793000000000004	0	0
