A1	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A2	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A3	A30	A31	A32	A33	A34	A35	A36	A37	A38	A39	A4	A40	A41	A42	A43	A44	A45	A46	A47	A48	A49	A5	A50	A51	A52	A53	A54	A55	A56	A57	A58	A59	A6	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A7	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A8	A9	B1	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B2	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B3	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B4	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B5	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B6	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B7	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B8	B9	C1	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C2	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C3	C30	C31	C32	C33	C4	C5	C6	C7	C8	C9
s__Bacteroides salyersiae	0	0	1160	0	658	1918	910	0	0	0	342	0	0	0	3309	620	302	10426	679	1779	41375	292	2156	0	3495	0	561	276	0	2750	524	6727	719	0	355	0	0	307	993	295	360	722	0	2736	0	1053	659	1535	1008	0	0	0	1033	0	1569	2876	0	455	0	0	9466	678	697	585	0	317	1462	0	0	0	1360	0	0	0	0	0	0	1101	298	955	1370	0	0	388	0	28374	0	493	382	496	1188	708	853	963	0	2658	0	294	0	0	0	1603	59297	805	3743	343	2122	1446	7625	43492	10149	4475	0	0	0	5139	0	1478	0	0	0	324	1166	0	0	1524	447	3694	15392	368	484	1039	1758	2972	643	4748	3720	1840	567	513	0	0	0	339	0	0	0	0	0	0	885	0	0	0	2345	0	299	10463	1155	891	0	0	2563	107403	0	2186	0	527	0	13038	0	0	422	0	594	24240	0	0	0	0	573	4307	3679	0	432	0	0	0	0	1780	6743
s__Roseburia sp003470905	577	0	0	336	464	1629	1413	0	1905	0	686	1116	0	492	0	0	853	769	0	2118	367	0	351	483	1188	0	0	0	0	823	0	5510	0	606	0	509	0	0	27770	489	4668	338	553	501	461	479	360	1219	4485	0	0	0	0	0	0	1238	545	1128	0	510	0	0	44418	378	1311	0	0	450	486	0	2161	432	0	618	1002	0	317	996	1121	1497	912	0	507	423	419	2392	462	799	529	1907	1738	365	531	1116	0	1106	0	579	703	360	743	483	15786	438	1175	2992	3098	2008	21898	1786	0	538	1275	1119	466	11988	1624	25725	0	0	374	662	668	0	537	23576	1353	1351	438	539	1265	1930	1915	1009	711	450	134562	380	1115	3061	0	0	0	4822	619	478	703	0	443	751	1432	805	497	0	1013	0	486	0	1747	1364	931	3473	620	0	1128	1104	944	0	2910	7439	438	348	3639	348	2332	38926	0	0	11345	0	561	762	2188	2479	0	400	316	7497	896	1473	5924
s__CAG-81 sp900066055	739	2864	0	680	1820	1268	1173	754	641	0	4111	672	310	1990	0	465	689	712	613	744	834	714	1921	1059	1417	288	821	2182	1438	592	3682	1776	1366	341	1082	419	468	2041	2757	516	858	2826	500	620	0	904	367	1616	2945	0	753	805	333	1767	900	1073	868	681	735	1559	1198	298	3126	715	1158	849	692	1060	1849	812	2036	536	1146	749	827	346	908	1114	1287	9250	1760	3138	625	1952	1931	2420	2628	3897	5071	4866	4648	1587	7053	4027	7315	6382	4045	4651	6229	3304	3540	1625	8142	6897	8233	1714	8283	2537	3452	5533	2411	5811	5367	3460	3460	2514	2325	3106	2156	1784	1348	2586	1902	6351	2063	6104	6512	2510	1194	1458	5020	3074	3155	1564	1521	925	4046	5884	2371	1082	935	2816	3125	6034	1068	557	2489	630	3461	2745	7377	5762	11347	2154	1406	1899	4118	388	12426	10823	3067	4497	3948	0	5138	7783	4934	810	2696	4327	1812	6053	3730	2715	728	6844	2626	1921	2052	2430	1979	4124	4130	6401	1445	12084	1331	1137	2666	6402	10482
s__Eisenbergiella sp900066775	0	516	0	308	1221	2149	745	252	0	0	2272	473	0	1264	529	0	648	597	550	562	882	575	355	1060	584	271	459	1040	2290	529	563	1078	498	0	634	380	501	317	825	341	5440	4218	0	1077	282	905	262	785	1615	297	434	528	479	1491	0	297	1112	548	320	778	1050	334	4149	1010	1565	533	3491	921	981	496	3662	0	1985	819	1984	602	556	2512	3909	4690	11180	2064	314	1960	1958	5013	1495	1657	1622	4171	3522	807	5830	1416	26956	4096	807	1147	1659	2852	751	744	4393	1193	2824	2074	1954	6470	1141	8138	2316	2846	2849	1613	1871	1557	4364	1220	2059	2185	3137	2630	2881	2183	3540	2248	2841	1584	6664	964	7150	5598	5449	8598	2906	1468	1585	1516	1612	11982	573	739	279	5100	544	282	1130	46324	3032	3647	5428	2298	3872	1114	777	1573	2214	672	4732	3119	1289	2937	2388	0	2842	5076	4556	4037	2019	12758	1204	1633	2225	1781	598	32250	1197	1885	4114	1907	2660	3469	11877	1568	1531	7567	0	432	2476	13102	5107
s__CAG-83 sp002438575	0	799	0	1713	1508	1251	0	0	562	0	2729	0	0	2680	620	0	1568	870	2968	2269	961	534	0	2392	0	3644	0	1795	15121	4718	992	0	0	0	0	2598	982	12905	0	0	0	1947	0	0	0	3613	0	0	302	759	1086	0	2254	1945	376	4918	1929	1332	685	1804	8197	0	306	3309	3335	700	462	867	6041	289	510	0	8214	2104	1046	1121	673	721	4139	16350	0	2630	1122	3547	3117	1318	2643	6353	5304	3507	7704	642	2889	0	673	2980	1284	0	5937	3370	1283	0	1291	2678	457	1122	3983	3123	0	7000	0	0	2830	2574	3298	14808	8588	1267	1976	8265	7661	4363	11523	1434	2888	0	1591	5606	844	1598	4973	2660	2786	7024	2137	814	313	1582	1122	1494	2643	2214	0	1983	1431	355	5834	3436	3934	4506	9590	1385	11070	2297	1420	3091	4120	373	2441	1319	6213	4783	9897	0	2534	2112	338	504	4417	11720	2849	13768	3738	2054	470	1489	7161	2111	390	5307	8103	0	2827	917	3196	5448	0	676	3914	11699	2969
s__Lawsonibacter sp900066825	425	1909	0	1017	3398	1440	3103	0	419	0	8689	0	0	3314	1920	0	966	550	2419	1023	1843	1263	0	4777	8035	4189	304	703	1780	1958	3307	1400	1810	0	734	667	839	1686	0	550	3143	1075	313	1772	2028	5711	649	1002	705	742	1575	997	1186	2202	650	0	917	732	1115	3411	1019	278	820	1902	914	596	772	3185	2553	1379	415	0	1016	2120	1867	1247	2215	746	681	5681	253	1186	681	7380	4266	1363	3011	2049	4157	4543	3800	763	9232	1471	1675	7911	4428	807	6631	3249	1391	720	2680	5546	1172	582	1970	2150	296	1195	361	4305	2611	2291	6362	4142	2143	1674	2795	6336	6067	1720	6532	3987	1600	6272	1919	6521	4819	609	2973	1931	1698	1567	3827	1586	2867	1873	1727	4177	1459	1127	683	2463	1752	397	2116	667	4049	4840	10344	1404	9146	2202	451	21829	7501	409	13458	2794	3101	5612	5813	0	3293	6860	1248	1162	2197	11181	1763	4214	2826	7615	1492	966	3632	8725	632	5017	7732	543	3375	1215	3542	5877	0	528	2620	4814	4245
s__Bacteroides sp007097645	487	0	44687	0	0	814	10981	539	0	0	0	1780	254	0	26458	1008	0	1965	704	329	4657	0	342	343	14950	0	441	1080	607	2621	6601	8389	19897	0	295	617	0	1509	1312	300	2400	0	2214	1601	1691	1691	5282	2552	10916	0	0	0	3413	339	450	1658	0	254	0	0	1446	20998	1140	765	0	504	503	0	1342	576	1510	0	913	0	0	452	0	712	4589	8499	21172	0	0	597	0	3610	0	636	1277	343	4747	1956	0	1144	4239	5370	0	1010	0	0	0	3144	30061	3423	596	1713	1673	1868	3317	5662	3233	4293	1093	0	299	276	268	397	0	0	0	1588	2188	0	563	3651	946	1972	3276	280	586	611	554	14643	2246	5289	3578	1049	598	0	0	0	0	291	0	0	0	0	0	0	2980	0	0	707	2578	802	339	22976	1477	537	435	0	391	60326	563	1243	1163	1562	669	7731	256	2562	856	0	1551	3666	0	0	0	0	2020	353	368	0	1572	0	0	0	725	2264	1965
s__Lachnospira eligens	0	1139	0	521	998	1800	0	0	0	0	11112	0	0	912	0	0	0	0	2147	635	5437	986	0	0	1217	0	0	1339	1239	0	481	1338	0	0	2081	0	494	0	2069	0	632	4811	0	2353	0	0	0	2584	4684	0	864	1029	1686	0	7078	6475	998	0	1185	5481	0	428	953	0	633	0	2112	12542	2239	4604	0	589	0	694	2858	0	0	0	458	12739	1259	0	0	620	858	5246	715	2299	3470	4110	5684	0	35510	1218	3426	10861	709	13193	739	540	1036	0	9851	1242	0	7342	9074	529	0	19280	0	3298	5541	616	446	0	2767	554	496	0	699	2153	439	0	0	0	1537	0	1817	2404	1903	6956	5604	26795	3731	0	1850	0	461	862	863	1610	819	877	804	0	3322	1129	12469	6261	2741	872	5246	3150	0	1503	455	0	0	24332	0	8791	1650	0	512	4647	1120	1068	0	22962	0	1052	4218	1303	3468	385	4702	0	0	3120	2882	1868	2507	0	0	668	0	1232	9333	25588	8919
s__Acetatifactor sp002431915	581	344	0	903	670	776	0	1823	408	0	1008	0	0	1913	0	705	1926	0	925	0	538	1501	0	317	0	0	0	0	679	820	1301	419	561	1567	0	0	424	0	4486	316	368	0	0	0	0	482	429	3252	8622	0	0	0	0	832	0	0	0	412	0	408	988	0	431	0	356	0	0	0	3609	0	1056	775	0	1061	598	0	0	0	1212	2568	2059	984	0	0	284	18013	1289	423	6254	10845	4068	646	1107	10585	6409	1335	1105	1017	3406	1435	0	15776	10751	0	275	10154	1027	1154	353	1738	0	708	1843	1420	3987	2453	5272	3900	253	0	0	467	621	421	407	3540	10221	1652	0	4117	936	10154	21641	359	10567	1402	9589	963	4459	3561	0	463	908	7481	1378	995	673	0	2085	3526	2186	17754	2548	1840	1696	0	4627	0	1898	11660	1838	104865	499	0	4051	1062	2614	0	4043	4234	864	414	1143	393	567	2618	1058	394	3368	719	0	11181	6417	9153	614	0	0	1443	1940	5924	1030
s__UMGS1668 sp900553955	0	1139	0	2909	2685	0	0	0	607	0	0	0	0	0	0	0	0	509	6194	0	0	1549	0	12672	0	4106	0	0	0	0	0	0	0	0	0	0	3500	0	0	0	0	0	0	0	0	8187	0	0	0	9653	1021	838	0	1709	0	0	0	0	4106	0	0	0	0	0	5542	0	0	0	0	0	0	0	5829	9755	0	1419	0	0	0	1905	0	3066	357	4791	3548	0	13172	3055	3129	6591	2722	0	17259	0	1302	1528	11278	0	0	11590	2854	0	0	0	0	0	0	4397	0	0	0	0	1730	10829	13911	2919	0	2568	6267	4535	20197	0	0	3337	4764	0	0	0	14416	806	3729	2004	1524	383	0	0	0	0	0	483	6670	4305	260	0	636	588	5515	4844	10072	9460	0	2772	27466	0	0	13725	15326	0	0	585	0	0	17894	0	2066	4755	0	1987	476	0	5297	1577	8121	1159	443	0	13550	9176	0	13781	4715	0	369	0	1785	26639	0	0	4603	0	11620
s__Blautia_A wexlerae	0	6439	1843	0	1431	1703	1253	0	0	0	1456	688	0	1225	678	0	2397	846	738	1204	2273	1510	1070	0	2937	972	602	1920	1887	4384	1593	1482	2987	480	598	2146	1684	2551	0	1486	1264	1498	0	3506	1051	1938	1017	3106	983	0	0	1780	9347	2466	0	5102	734	0	0	2920	2075	1126	1552	1073	2115	1255	2149	5767	1370	780	1655	0	825	1520	929	917	639	2790	2033	2071	1596	0	729	2731	6460	4177	0	1298	5518	3033	1233	824	7698	8751	955	4210	3652	1207	2020	1047	678	3888	1617	1594	1360	916	3908	2066	5735	1316	1311	6183	7663	4507	961	3367	2583	4533	1627	908	4280	2022	8895	4187	10717	2052	942	2938	9571	998	995	1716	2008	2329	5427	1015	1586	2996	3195	2323	676	802	0	1740	878	1111	3317	8479	9220	12336	6179	1113	5232	0	703	2892	954	0	1681	3177	2696	2278	1810	1243	3710	1996	5491	38562	538	13317	2664	6212	3443	11138	0	4125	1889	1334	888	4101	4896	761	2492	1221	2739	4444	2057	791	1485	2625	2193
s__Phocaeicola coprophilus	0	379	969	291	0	515	816	454	0	0	0	254	0	0	314	0	6020	333	0	0	1221	0	307	0	548	0	0	415	0	1203	354	254	1584	413	602	0	0	0	1065	0	281	0	0	0	0	0	476	817	944	0	0	311	545	0	0	488	0	0	0	0	0	2077	408	0	0	1149	1197	0	0	0	334	0	0	0	829	0	0	361	3479	1130	4826	0	269	0	0	5601	0	283	39538	278	302	537	322	0	438	0	393	294	0	0	0	1108	198524	365	630	354	972	277	3676	829	0	7307	0	0	328	738	0	307	0	365	0	494	590	802	0	3992	351	268	282	0	394	369	398	606	63215	677	1092	569	566	0	0	363	0	395	408	647	0	0	375	0	278	1058	0	365	1746	0	355	783	642	755	371	651	689	1302	476	81727	413	4048	1709	543	0	449	9155	340	3742	1035	0	0	348	0	484	0	443	0	0	0	743	0	2534	1586	456
s__Escherichia coli_C	0	4495	1494	0	0	1731	1377	0	0	0	0	0	0	0	2793	0	0	597	641	0	0	0	0	652	0	0	0	2667	0	6461	4663	0	1354	0	0	0	0	0	636	0	1145	0	0	1001	0	0	1215	0	0	0	0	0	0	0	0	0	0	0	0	1269	0	0	0	0	1658	16870	1683	1210	9008	0	0	930	0	0	0	0	0	0	0	677	641	55309	611	7387	0	4511	31235	799	682	0	573	29428	0	0	510	0	504	36040	0	0	0	0	2245	0	1105	16126	0	2217	2315	1858	562	0	0	0	525	0	1154	0	0	2676	492	665	683	4637	1464	7085	522	1190	0	0	8800	2970	3513	0	0	0	2243	2276	830	605	0	0	0	7789	0	626	870	0	0	826	825	0	626	0	0	1456	716	41812	33416	0	7236	0	0	32486	3617	0	1087	1458	20004	472	0	3456	0	5111	0	7897	0	1236	1624	0	5490	1604	0	0	0	1422	0	5847	0	1826	1384
s__UBA9502 sp003480315	436	1219	0	744	954	4491	1999	1602	0	0	4819	0	579	1645	424	896	2041	400	1106	1980	461	1380	864	927	2042	0	573	338	3616	1439	3405	801	0	898	736	1456	813	377	956	0	6107	4621	2007	1054	675	2274	1107	2335	5927	0	477	0	345	1160	1149	3503	1454	831	0	1396	4012	0	2215	361	1333	532	0	2533	1597	382	1071	412	873	862	1674	0	2320	2132	1759	3824	9086	3104	440	805	2983	2563	1070	7293	2072	3375	1918	1739	2488	1249	2464	10642	3183	7369	6501	3130	787	3984	4069	3752	5178	1103	9537	4804	4293	4450	1166	3796	6816	1104	2941	3649	4359	2326	1691	1208	960	2835	6392	3510	1547	5491	4746	2778	1410	1356	3411	2433	3057	2281	2892	1412	6884	7691	2075	4901	1622	1150	306	4590	1835	768	1456	764	1508	2107	10684	5249	7524	569	823	733	3593	1874	7969	3174	1275	3050	3105	0	4619	8426	2459	357	1697	9960	2153	8341	3749	2411	1806	4145	2644	1869	1114	3451	2460	2316	5244	1799	2085	2858	860	740	1811	16898	9590
s__Eubacterium_R sp000433975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	687	0	0	0	0	0	0	0	0	0	0	14892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18222	0	0	0	0	307	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	770	0	0	0	276	0	0	458	0	0	0	0	430	7196	0	252	154595	379	0	0	0	455	131516	0	0	0	0	0	0	0	0	0	17074	0	0	0	0	0	3296	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	280	116844	290	0	0	0	0	0	0	707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22780	0	0	0	274	543	0
s__QAMX01 sp004555605	0	0	0	311	4356	0	0	0	0	0	8525	0	0	0	0	0	0	3651	0	0	0	3196	0	10110	0	845	0	0	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6630	0	0	0	2750	1280	0	0	2688	0	0	3503	0	1747	2655	0	0	0	0	15145	0	0	1628	0	0	0	0	0	18252	3168	1117	0	0	0	307	0	4786	0	11197	32187	0	0	25110	3460	293	926	0	431	0	0	0	0	0	0	29541	0	0	0	0	0	0	0	0	0	0	0	0	17279	11626	1033	0	0	0	10042	9632	27697	0	4205	13648	5226	0	0	0	14978	0	550	298	290	574	0	0	0	0	0	0	1014	2054	0	0	0	0	1840	4521	366	11478	0	0	286	0	0	562	1167	0	7564	0	586	0	43515	0	0	11404	0	2470	7462	0	0	12443	3591	14335	0	0	11130	1660	0	794	10861	0	1068	0	295	10705	0	0	378	0	11938
s__Parabacteroides johnsonii	891	950	2341	0	1026	1955	3008	663	0	0	1203	1174	0	0	1820	574	1322	2059	0	1261	4088	1278	39515	632	1882	0	3190	573	0	6060	4609	19548	1883	0	4533	1715	0	0	616	10271	1341	32591	0	3599	2130	0	2197	448	1071	0	0	0	1020	0	0	23242	0	415	0	1926	3301	3028	1740	2004	505	0	1922	1100	487	0	736	0	2205	0	492	0	0	3209	8066	1982	39550	0	0	976	0	1500	0	0	1303	0	4363	593	3010	1432	1471	2030	0	1674	0	0	0	8540	16517	1507	2500	448	1752	914	3810	1408	6590	7163	942	0	584	0	4367	737	385	0	0	0	1749	577	922	7938	0	4579	2126	0	0	0	0	2553	45225	1268	35730	693	505	0	0	0	305	2453	0	0	0	0	0	573	1273	794	0	379	704	1638	703	3972	4089	538	1143	0	679	2249	940	538	0	576	0	4438	0	1402	372	1230	417	2710	0	0	0	0	2836	0	470	0	558	0	0	0	0	1946	7080
s__Firm-11 sp900548145	0	460	0	261	0	10082	0	0	528	0	3396	0	0	1324	0	0	4356	1018	6942	1305	634	515	4248	5139	541	608	0	2730	1382	0	1719	0	0	0	9882	543	368	4247	0	0	0	12930	0	2187	0	615	0	0	0	1726	1197	0	3156	1272	767	0	768	365	0	0	1242	0	1767	3955	13923	1829	1824	0	452	320	619	0	7827	1577	602	1813	465	756	0	4979	0	671	637	2003	5620	0	647	797	1510	1904	9029	1859	32759	3678	1467	2806	618	0	2500	326	473	0	0	601	4380	616	1964	4577	0	1207	502	0	10723	1931	3019	5012	1291	2022	1716	2256	2534	0	5748	2033	8303	3363	0	5388	15428	475	1002	1481	2483	935	896	549	306	1506	1393	579	338	328	0	325	0	265	517	385	3008	4138	6669	4394	2439	560	594	21181	3686	0	16083	904	984	1728	717	0	5337	1297	306	15875	752	8674	3038	13328	1152	4191	366	2385	2593	2728	0	3055	26037	332	1828	2856	7040	2194	0	0	2074	6994	6851
s__CAG-238 sp900551415	0	1932	0	597	2766	2195	0	0	489	0	7345	0	0	2459	0	413	0	0	1590	1007	480	944	635	7607	0	735	0	854	644	0	0	0	0	0	0	481	830	1875	0	0	0	3657	306	0	0	3996	0	476	0	1164	1399	545	8039	2189	823	1235	2291	461	643	2155	578	0	873	5380	4609	459	1799	2395	1269	0	1429	0	2222	3938	732	1094	890	675	635	9392	0	3451	1708	5843	3117	347	3271	1042	9259	2097	1485	0	19918	1410	1545	7016	3141	335	3210	1670	1535	303	2909	1173	2154	541	2776	3320	0	767	0	0	2696	5490	3799	4815	3073	5653	3214	8455	5350	2234	8640	6779	1450	2963	5460	859	5283	382	5072	2625	2105	7839	2501	1753	2206	969	3782	1524	1163	1017	706	4526	1648	618	2566	4555	5315	2939	7979	973	8245	384	0	9255	4463	0	13595	1701	4753	1138	4341	0	11966	4349	445	1109	1789	4147	1915	8715	2988	5254	1046	620	3518	3766	969	5918	5129	0	4753	3674	4509	15101	0	0	2417	2443	6056
s__TF01-11 sp003529475	3026	0	0	0	1343	1884	4486	0	0	0	43895	0	0	2614	0	2642	3188	0	0	1641	1793	954	16551	0	2533	0	0	1192	0	0	1207	0	0	0	644	0	613	0	0	0	0	1267	689	3246	0	0	0	5910	13940	0	2452	0	0	877	875	1447	0	663	0	0	1680	0	5185	0	721	0	0	314	705	513	1309	3459	0	482	401	0	5638	0	5646	910	0	0	762	0	515	3879	402	527	547	1073	4180	745	350	333	0	594	0	1257	321	467	2235	0	10951	666	2573	2641	8039	4361	2791	466	0	19588	5530	0	308	916	481	490	0	0	377	302	441	0	356	98415	4719	1385	2274	409	758	1084	1332	2086	7117	539	11568	730	0	0	0	2411	0	365	2530	0	392	0	10456	1919	11981	591	401	1047	0	0	347	0	4341	1812	0	8018	522	0	686	1157	1143	448	1200	11385	438	1100	3374	731	0	752	0	0	2660	561	531	0	595	1055	390	456	0	1816	36773	950	1720
s__CAG-312 sp002405555	0	0	0	0	0	932	0	0	4652	0	0	0	0	0	0	0	0	945	0	0	0	0	0	0	0	2438	0	0	0	0	0	0	0	0	0	4850	0	0	0	0	0	0	0	0	0	0	0	0	0	27049	0	0	0	467	0	0	0	447	641	0	0	0	1505	0	18573	5791	0	0	0	0	2898	0	32226	1796	0	6461	0	0	0	0	0	7006	0	715	4095	0	3802	19042	7041	0	0	0	7477	0	308	12996	0	0	3311	1618	0	0	0	18805	22039	4729	0	266	0	0	0	0	1319	4841	9502	2481	0	0	1167	755	8324	0	266	0	3701	0	0	0	0	1955	493	280	0	4773	0	0	0	0	0	548	0	0	0	0	0	0	0	957	3003	7493	1495	0	0	0	0	7991	10491	0	816	0	0	4110	7002	0	903	0	0	2875	0	18637	0	621	4049	2983	936	0	32088	5002	0	3962	25217	341	4328	733	1186	51868	0	0	997	0	10292
s__UBA6398 sp900550635	0	38493	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1636	0	0	0	0	4267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3679	22092	0	0	0	0	0	0	0	0	4443	0	0	0	0	379	0	0	46506	0	0	0	1100	0	3582	0	0	0	0	0	2305	0	0	0	0	0	0	63250	0	478	0	20307	0	813	262	0	0	0	0	0	4682	835	0	5897	0	0	0	0	0	37595	0	1290	0	0	0	0	0	0	0	0	4154	0	0	0	10332	0	0	0	0	0	0	0	0	38974	0	0	0	0	0	0	123737	0	0	0	0	0	0	8544	0	0	0	0	0	0	0	0	0	0	0	3287	0	0	0	0	0	0	3140	0	6666	0	0	0	0	9856	339	0
s__UBA1777 sp900546515	0	708	0	405	863	1174	394	0	0	0	5014	0	0	917	0	0	0	341	1221	1165	1159	1303	0	1272	0	6734	0	799	1542	0	1052	0	0	0	2835	839	610	624	0	495	0	2032	0	895	0	1344	0	456	0	4045	589	442	781	1267	419	472	599	0	624	1104	1069	0	693	1054	1484	776	546	1316	880	0	423	0	11595	845	7209	2498	894	823	1240	10454	414	6044	0	27164	4911	446	5125	2104	2769	2992	1760	444	5958	1046	9857	3821	763	0	1339	3629	898	0	1335	1916	1238	761	1523	2278	0	1422	0	0	1696	1712	3028	1684	2211	1027	4894	3847	23309	941	3157	6538	5803	1149	614	1467	2780	662	8182	4263	3607	6202	479	665	929	5272	1682	1343	1660	2078	333	1322	509	0	861	1501	1697	4211	4233	13745	8542	648	496	8107	3674	0	3455	531	1452	2360	2975	0	1966	11061	1393	1614	1503	5097	35738	12065	1246	2815	323	1619	1769	7845	500	2430	4808	0	2226	1075	1835	8104	0	323	2372	4489	11861
s__Roseburia sp900542495	0	0	638	0	0	0	349	0	417	0	1363	0	0	468	0	335	1138	327	0	0	485	459	486	769	0	0	653	0	1003	0	1610	937	0	488	0	0	0	0	2066	0	0	888	702	470	0	0	445	3106	0	0	419	467	0	0	0	390	0	0	0	0	0	0	2989	0	0	0	0	0	770	1142	4357	4958	0	0	0	422	506	0	817	970	0	0	2678	0	0	843	0	498	370	1560	2996	0	0	4849	0	1388	0	17016	7510	416	3214	480	699	495	361	3977	2522	6751	575	5414	4099	10450	1049	12576	840	1324	4454	1286	526	0	0	705	3412	1546	3835	2903	13724	3197	0	1722	8292	11562	8938	799	0	1178	3275	9027	4279	9170	342	897	5232	1929	381	799	1812	0	1053	1251	0	1195	2054	385	0	0	827	0	10686	13799	2320	2425	0	0	5415	2493	6480	0	576	582	995	1620	6221	390	1806	974	317	0	16800	0	0	9467	53526	3835	888	301	417	30028	1373	6082	45766
s__UBA9502 sp003478505	827	1676	0	1092	1289	1675	984	660	442	0	2550	509	0	806	547	465	2354	1148	745	1892	1693	1149	452	514	995	0	789	961	754	827	2901	2190	0	0	0	456	1148	1083	1819	974	4233	2901	682	483	0	1482	430	2051	1086	0	564	978	638	1652	1162	617	1759	396	0	1578	4642	0	3088	493	2254	447	605	2450	2123	543	858	738	567	854	2424	0	1732	732	660	5654	2444	1631	871	1092	1319	3480	1295	2135	1239	3526	5714	1211	6187	3081	4787	11727	2190	9136	8007	3259	588	4554	5694	2991	3577	1407	7903	1968	3138	2638	6480	7852	2075	1440	2679	1360	6918	2326	1328	1492	1022	2229	1966	4907	2060	2959	6010	2582	2048	950	3160	1930	1955	1569	1213	2025	13841	5649	1595	2915	750	1350	438	8561	2066	0	1434	1164	1386	1622	4599	2318	4247	457	1745	2032	3405	908	3430	6806	1302	5640	2299	487	4782	5810	1635	811	1517	21784	4006	7038	5927	2104	1548	1866	1813	2114	1036	1577	2571	5507	5783	659	2330	3802	1216	959	2305	19091	3901
s__Angelakisella sp900552845	0	659	0	696	1322	4583	597	0	4750	0	2462	0	0	948	0	0	734	461	2093	706	1581	1467	0	4783	0	431	0	932	1172	327	1142	0	0	0	890	832	454	736	0	999	288	1414	0	1706	0	2372	0	0	0	513	1195	296	507	4899	382	633	6223	0	559	442	790	0	527	681	4131	0	274	550	639	0	400	0	6756	838	1833	681	560	501	844	4815	284	5194	623	2656	3097	600	4424	1907	1840	1347	1457	586	4412	467	636	5874	4173	1231	3869	1242	1768	341	1316	9000	1198	635	1102	7027	0	3491	0	384	3025	1115	3048	10688	1508	715	7143	1846	1530	654	2613	3008	1817	486	649	1487	1707	476	1933	1157	1240	6201	407	453	718	948	3223	656	4174	2871	0	5090	15313	0	14068	4337	6274	9802	3196	1028	57477	461	383	1373	3817	0	5990	763	1360	8575	1489	0	2138	2094	674	5278	1348	2822	915	6684	2545	6374	0	1601	28614	3044	398	2850	4174	0	1664	769	7770	8364	0	0	4822	4107	3606
s__Phocaeicola coprocola	0	330	737	460	650	261	308	0	0	0	387	0	0	395	689	0	333	1229	560	1697	997	0	3816	0	469	0	0	317	0	0	3303	0	515	0	0	0	0	365	18940	262	796	500	502	357	725	0	401	3056	1556	0	0	0	1025	0	0	3820	0	0	0	0	0	3164	538	388	0	0	7754	0	0	0	1423	0	0	0	4134	0	0	2172	0	279	2108	0	0	472	0	4364	0	441	550	301	753	694	0	548	0	1703	365	380	0	0	0	994	56606	1495	563	0	36110	1121	9018	2917	303	181781	0	0	0	0	577	0	0	0	0	0	421	402	454	428	861	1479	1915	0	0	303	374	1138	2289	602	1967	411	461	0	0	0	0	472	0	0	0	0	502	267	345	0	0	0	393	0	0	6022	763	1314	889	250	943	9912	302	1210	0	416	0	1134	0	563	768	0	253	36569	0	0	283	1650	640	523	1804	0	4871	0	0	0	262	2225	966
s__TF01-11 sp003524945	0	0	0	393	0	2234	0	0	0	0	2152	0	0	0	0	0	0	2243	0	0	0	0	0	0	0	0	5264	0	0	0	19551	0	331	0	0	0	0	0	2198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1341	1234	0	411	0	0	752	0	0	0	0	340	0	0	756	0	0	2601	0	0	0	0	0	1137	0	0	0	473	579	47699	1550	1859	566	1456	333	804	759	3332	459	859	376	311	485	369	0	0	395	7613	440	331	147540	3325	336	10817	749	1490	22604	581	480	2246	528	301	446	0	535	763	420	395	0	37253	578	518	490	0	688	2206	3967	945	4721	398	1517	461	0	634	0	514	600	528	1402	0	306	0	1046	7285	982	740	416	0	0	0	516	0	853	2020	734	3891	674	0	612	760	1014	0	41947	1209	5680	329	406	788	15669	572	0	409	1648	0	524	0	680	0	0	695	0	311	3830	1139	837
