SRR1927149	SRR1929408	SRR1929484	SRR1929485	SRR1929563	SRR1929574	SRR1930121	SRR1930122	SRR1930123	SRR1930128	SRR1930132	SRR1930133	SRR1930134	SRR1930136	SRR1930138	SRR1930140	SRR1930141	SRR1930142	SRR1930143	SRR1930144	SRR1930145	SRR1930149	SRR1930176	SRR1930177	SRR1930179	SRR1930187	SRR1930244
Marinobacter sp. B9-2	2	7	2	3	0	2	100	4	8	0	1	4	2	1	1	0	1	4	1	1	3	1	0	0	1	0	2
Marinobacter sp. Arc7-DN-1	126	9	3	1	4	0	24	2	12	2	3	4	57	3	1	1	98	5	0	1	1	0	0	1	0	2	0
Marinobacter sp. JH2	7	9	0	0	3	14	3	2	12	0	0	4	6	4	1	4	16	2	1	2	1	0	0	3	0	1	2
Marinobacter sp. LZ-6	0	1	0	1	6	0	8	1	3	0	0	3	1	0	0	0	7	1	0	0	1	0	1	0	0	0	0
Marinobacter sp. PJ-16	1	1	2	2	8	4	17	1	27	3	0	1	0	3	0	1	22	2	1	5	2	3	0	0	1	1	1
Marinobacter sp. THAF197a	1	5	1	0	1	0	6	1	21	1	1	2	1	0	1	0	8	2	0	3	1	1	0	0	0	0	1
Marinobacter sp. M3-13	28	5	2	2	3	6	6	1	11	3	1	3	14	0	0	2	9	1	0	2	3	1	0	1	1	0	1
Glaciecola pallidula	248	48	9	4	3	3	7	7	12	2	2	1	150	5	2	3	40	3	1	2	13	5	3	0	0	12	15
Glaciecola nitratireducens	59	24	3	6	26	3	36	5	15	0	0	1	48	2	3	7	49	1	1	2	6	2	0	2	0	5	2
Glaciecola sp.	317	3	1	1	0	0	0	0	0	0	1	0	186	0	1	4	89	1	0	1	1	0	0	0	0	6	0
Glaciecola sp. UBA1851	205	36	3	3	31	7	56	0	29	7	1	1	93	1	1	8	55	4	5	0	1	0	2	0	0	7	0
Glaciecola sp. UBA2563	23	13	2	7	2	5	5	0	4	7	3	2	17	1	0	5	13	2	1	0	2	0	1	7	0	1	0
Glaciecola sp. UBA983	0	44	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glaciecola sp. THG-3.7	12	16	3	0	13	8	27	1	25	0	1	3	8	6	13	10	25	8	15	5	9	3	0	1	0	2	2
Alteromonadaceae bacterium Bs31	97	21	6	1	5	4	28	6	36	1	0	3	50	2	2	14	55	6	1	1	3	1	2	1	0	6	1
Alteromonadaceae bacterium UBA1282	1	2	0	0	0	0	1	1	2	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0
Alteromonadaceae bacterium UBA3345	2	1	0	0	0	1	3	0	0	3	1	1	2	0	1	1	0	0	0	0	5	1	0	0	0	0	1
Alteromonadaceae bacterium UBA7296	0	4	0	0	4	0	4	0	0	6	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
Alteromonadaceae bacterium UBA7387	6	2	1	0	0	0	1	0	5	0	0	0	3	0	0	0	0	0	1	1	1	0	0	0	0	0	0
Alteromonadaceae bacterium M269	86	18	5	2	2	6	12	1	12	1	0	3	46	2	1	6	43	0	1	0	5	0	1	8	0	9	3
Alishewanella sp. 34-51-39	95	9	2	1	1	1	12	1	19	5	1	1	53	2	1	6	21	8	1	2	7	1	0	0	0	6	1
Aestuariibacter salexigens	2	10	2	1	1	1	7	3	4	4	0	2	1	0	0	0	5	1	0	1	2	2	0	0	0	0	1
Agarivorans gilvus	455	60	6	5	5	3	13	1	11	1	1	2	255	2	1	11	79	2	1	2	3	2	0	5	0	22	3
Agarivorans sp. B2Z047	378	52	12	2	7	4	6	7	27	3	4	0	225	0	1	13	102	1	0	1	1	1	1	1	1	14	2
Aliagarivorans marinus	1	14	2	4	2	2	9	1	8	0	1	3	3	0	3	3	17	3	0	2	1	2	0	0	0	3	5
Aliagarivorans taiwanensis	108	13	0	1	7	1	37	2	9	6	1	6	40	1	1	16	58	4	2	1	1	1	0	3	0	4	1
Catenovulum agarivorans	236	57	7	4	4	0	19	0	18	3	4	1	168	3	2	9	86	2	1	1	3	1	1	0	0	9	2
Catenovulum sp. CCB-QB4	133	24	1	3	20	6	51	3	15	2	3	3	68	2	3	4	39	1	4	2	3	0	0	5	1	6	4
Catenovulum sp. RQJ05	186	26	6	6	2	5	7	4	13	4	4	5	107	3	0	7	51	0	0	2	2	2	0	2	7	29	0
Agaribacter marinus	0	0	0	0	4	1	1	0	2	0	0	0	0	1	1	0	5	1	1	1	2	0	0	0	0	0	0
Paraglaciecola mesophila	61	13	2	0	3	3	4	1	6	4	0	2	47	2	2	0	13	1	3	1	0	0	1	8	0	4	0
Paraglaciecola psychrophila	195	29	5	3	9	3	40	5	16	2	5	1	135	5	3	4	33	1	7	0	2	0	1	1	4	6	5
Paraglaciecola agarilytica	3	5	1	1	2	2	5	4	3	3	0	0	2	0	0	4	14	2	1	0	0	0	0	0	0	0	1
Paraglaciecola hydrolytica	76	16	2	0	4	3	13	2	12	3	1	5	37	2	2	3	18	1	0	1	7	2	2	2	2	7	1
Paraglaciecola sp.	77	24	7	6	1	3	4	0	13	0	3	1	57	0	3	2	27	1	0	1	4	1	0	1	2	2	1
Paraglaciecola sp. L3A3	372	42	7	3	8	2	18	4	17	7	4	2	196	9	1	10	68	3	3	3	7	0	0	1	0	14	3
Paraglaciecola sp. L1A13	114	7	3	3	1	2	5	1	8	7	1	0	54	2	0	2	21	0	0	0	6	5	2	0	1	4	0
Tamilnaduibacter salinus	2	10	0	0	3	5	20	2	29	2	2	4	2	1	1	0	7	5	0	3	2	1	0	0	0	1	3
Marisediminitalea aggregata	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0
Pseudoalteromonas carrageenovora	0	4	0	1	1	2	7	1	3	0	3	3	1	0	1	1	4	0	0	1	0	0	0	0	0	0	7
Pseudoalteromonas atlantica	256	142	2	6	4	2	70	4	131	4	3	2	80	3	2	1	8	4	1	0	7	0	0	1	0	1	1
Pseudoalteromonas denitrificans	172	24	8	8	7	1	15	11	18	6	5	2	87	14	0	7	41	1	1	0	7	4	0	5	0	14	2
Pseudoalteromonas luteoviolacea	263	59	20	9	18	45	56	18	54	97	0	29	154	18	3	18	74	9	9	4	18	31	3	1	3	18	16
Pseudoalteromonas rubra	130	26	4	0	34	35	86	8	49	3	1	7	75	8	7	24	82	36	8	3	27	3	2	25	1	4	8
Pseudoalteromonas tetraodonis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Pseudoalteromonas piscicida	310	51	6	2	6	1	15	4	11	1	0	7	191	9	1	24	99	4	1	4	3	1	0	0	2	48	2
Pseudoalteromonas distincta	1	3	3	3	3	0	2	0	3	0	1	0	1	0	0	0	2	0	1	0	0	0	32	0	0	0	0
Pseudoalteromonas ulvae	98	16	2	2	0	1	1	4	9	2	0	0	43	2	0	4	25	1	1	1	1	0	2	0	2	5	1
Pseudoalteromonas ruthenica	75	55	44	1	5	4	28	9	25	1	2	2	45	1	3	2	29	3	0	4	3	3	0	2	0	4	3
Pseudoalteromonas issachenkonii	1396	5	2	4	1	1	0	3	3	0	1	1	794	1	0	3	275	0	0	0	1	0	0	0	0	5	1
Pseudoalteromonas phenolica	93	11	2	1	3	3	8	3	9	3	1	1	51	0	0	1	28	3	1	0	3	0	0	2	0	7	1
Pseudoalteromonas translucida	147	28	3	2	9	2	20	52	19	7	1	2	85	3	1	9	77	2	2	0	4	1	0	2	24	32	1
Pseudoalteromonas agarivorans	1	0	0	0	0	3	4	2	6	0	0	0	3	1	0	0	2	0	0	0	2	0	0	3	0	0	0
Pseudoalteromonas aliena	103	18	4	2	0	0	5	9	9	0	0	3	73	38	1	9	55	1	0	1	40	0	1	1	3	4	1
Pseudoalteromonas marina	0	2	0	1	0	0	3	0	1	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1
Pseudoalteromonas byunsanensis	89	16	0	2	1	2	9	2	9	4	1	0	49	1	1	2	29	4	0	0	2	0	0	3	1	4	0
Pseudoalteromonas lipolytica	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoalteromonas donghaensis	242	4	2	0	69	3	70	5	4	1	1	0	161	2	1	2	88	6	2	0	6	3	0	1	0	0	5
Pseudoalteromonas shioyasakiensis	4	0	0	1	3	2	5	1	5	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
Pseudoalteromonas gelatinilytica	3	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Pseudoalteromonas profundi	3	41	2	6	2	1	4	0	24	3	5	3	4	0	0	2	5	0	0	0	6	0	0	0	0	1	0
Pseudoalteromonas neustonica	257	32	2	5	4	5	16	1	37	3	2	1	145	5	1	40	84	3	2	2	2	1	2	2	0	4	2
Pseudoalteromonas fuliginea	2	1	0	0	0	1	1	1	2	0	0	0	2	0	0	0	5	0	0	0	0	1	0	0	0	1	1
Pseudoalteromonas sp.	3	150	2	5	4	0	54	0	9	9	1	2	4	0	1	4	5	1	2	0	3	1	0	3	0	0	0
Pseudoalteromonas sp. A25	141	14	5	4	5	4	8	6	19	1	0	2	69	4	1	1	33	1	5	0	9	0	0	1	1	4	1
Pseudoalteromonas sp. SM9913	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pseudoalteromonas sp. S8-8	1	1	0	2	0	0	0	1	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoalteromonas sp. 6BO_GOM-1096m	1	2	0	0	1	0	1	1	3	1	0	1	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0
Pseudoalteromonas sp. DL-6	103	58	3	1	0	1	1	0	8	2	0	0	62	0	0	3	9	1	0	0	0	0	0	0	0	5	1
Pseudoalteromonas sp. R3	6	12	1	3	0	3	7	0	3	2	1	2	3	1	1	2	17	0	1	1	0	0	1	0	1	4	0
Pseudoalteromonas sp. P1-11	2	1	0	0	5	1	38	2	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	50
Pseudoalteromonas sp. 1_2015MBL_MicDiv	2	4	1	2	3	1	7	1	5	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0
Pseudoalteromonas sp. P1-30	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pseudoalteromonas sp. 10-33	20	5	2	0	1	3	2	2	3	6	0	0	13	1	1	4	16	0	0	0	1	1	0	0	1	1	1
Pseudoalteromonas sp. 13-15	262	3	4	2	3	4	4	5	5	0	0	1	160	0	1	1	87	4	3	1	1	3	1	1	0	4	0
Pseudoalteromonas sp. DSM 26666	3	3	4	0	0	0	1	0	0	0	0	0	1	0	3	0	6	1	5	0	0	0	0	0	2	0	0
Pseudoalteromonas sp. H103	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	4	0
Pseudoalteromonas sp. TAE56	0	2	1	0	3	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Pseudoalteromonas sp. TAE80	2	0	0	0	0	0	0	2	4	3	0	0	1	0	1	0	6	1	0	0	2	0	0	0	0	0	0
Pseudoalteromonas sp. TB13	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoalteromonas sp. TB64	85	15	2	1	3	4	1	34	3	1	0	0	49	0	0	6	57	1	0	0	3	0	0	1	0	7	1
Pseudoalteromonas sp. UBA2102	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pseudoalteromonas sp. HM-SA03	141	16	3	3	6	3	10	3	16	1	0	1	82	3	0	2	35	0	0	0	2	2	1	0	0	7	1
Pseudoalteromonas sp. 3D05	97	20	6	4	28	3	58	49	29	5	2	0	65	4	2	9	33	1	1	2	1	1	3	7	0	6	0
Pseudoalteromonas sp. T1lg23Z	72	25	3	1	0	1	3	2	12	3	1	0	50	2	1	26	32	0	1	0	2	1	0	1	0	7	0
Pseudoalteromonas sp. T1lg24	232	13	4	2	3	0	4	1	13	0	0	1	139	3	1	14	62	3	1	1	2	7	1	0	2	6	0
Pseudoalteromonas sp. T1lg75	27	12	1	1	0	4	6	6	26	1	3	2	12	5	0	6	17	0	1	0	2	1	0	2	0	1	3
Pseudoalteromonas sp. Xi13	7	4	0	0	0	0	2	0	39	4	2	0	5	0	0	0	5	0	0	0	2	0	0	0	0	0	1
Pseudoalteromonas sp. THAF3	0	1	1	0	1	2	2	1	1	0	0	0	1	1	0	5	95	0	0	1	0	0	0	0	0	1	0
Pseudoalteromonas sp. SA25	86	3	0	1	0	0	2	0	3	0	0	0	65	0	0	2	9	0	0	0	0	0	0	2	0	2	0
Pseudoalteromonas sp. Z1A6	1	0	0	0	0	0	0	0	6	3	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Pseudoalteromonas sp. Z1A2	0	2	0	0	0	0	0	2	3	1	0	0	2	2	0	0	0	0	0	0	0	0	1	2	1	0	0
Pseudoalteromonas sp. Z9A6	2	2	1	0	0	4	4	0	2	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0
Pseudoalteromonas sp. Z9A4	0	1	1	0	1	0	4	2	46	1	0	1	0	0	0	0	6	0	0	0	0	0	0	2	1	0	0
Pseudoalteromonas sp. Z1A8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Algicola sagamiensis	3	14	5	0	3	3	9	4	17	4	2	0	1	2	0	10	15	4	1	1	3	1	1	3	4	1	3
Psychrosphaera saromensis	140	33	5	7	3	4	18	2	28	14	6	4	75	1	1	3	29	2	2	0	8	1	2	1	1	6	1
Colwellia psychrerythraea	311	46	5	8	9	18	18	4	60	31	6	8	203	3	19	16	76	5	15	2	7	2	3	3	1	18	23
Colwellia polaris	382	48	2	1	2	2	8	0	24	6	1	3	213	5	3	9	107	3	2	3	4	1	0	2	0	32	0
Colwellia aestuarii	103	13	1	1	1	3	3	0	9	2	1	1	61	2	1	3	38	6	1	1	2	1	3	3	1	3	0
Colwellia sediminilitoris	60	11	0	4	4	4	4	6	29	5	5	0	38	4	3	0	28	0	3	0	1	0	1	0	1	1	1
Colwellia agarivorans	55	31	8	4	29	2	46	1	12	14	1	0	31	3	1	1	21	1	5	1	3	0	0	5	2	3	2
Colwellia echini	26	12	1	1	4	4	6	2	14	2	0	2	9	11	1	0	18	0	1	5	3	1	5	1	1	3	4
Colwellia sp.	113	27	4	3	4	2	4	0	11	5	0	1	68	5	2	4	37	2	0	0	2	0	1	3	1	18	7
Colwellia sp. MT41	126	30	5	4	3	1	5	1	19	4	0	1	55	4	0	2	50	3	1	6	11	0	0	3	3	4	1
Colwellia sp. 8_GOM-1096m	0	9	1	0	1	0	0	0	4	0	1	1	0	0	0	0	1	3	1	3	1	0	0	0	0	0	0
Colwellia sp. PAMC 21821	226	19	4	6	0	3	5	2	14	3	0	1	149	4	4	4	74	3	5	1	1	1	0	2	0	6	1
Colwellia sp. Arc7-D	58	3	1	1	13	16	16	6	17	7	2	16	19	1	0	18	2	0	1	1	5	1	0	4	2	9	6
Colwellia sp. Arc7-635	216	21	3	1	1	0	2	1	8	2	2	2	118	0	3	2	25	1	4	3	5	0	0	1	1	5	0
Colwellia sp. 20A7	127	43	7	6	17	17	21	5	57	5	1	3	94	21	0	2	40	1	1	0	9	5	2	2	3	9	6
Thalassomonas viridans	311	85	31	16	7	4	17	4	44	4	2	5	223	3	0	12	141	7	2	2	2	0	1	1	0	18	7
Litorilituus sediminis	24	22	2	0	4	3	9	12	50	1	0	2	21	0	1	1	10	4	3	0	1	0	1	6	1	1	1
Litorilituus sp. RZ04	210	26	4	4	0	3	9	3	8	2	5	1	122	1	1	3	42	4	1	1	1	0	2	2	2	6	1
Thalassotalea agarivorans	209	31	4	2	4	3	8	1	18	4	1	3	132	1	4	3	53	6	3	1	4	3	1	0	0	9	3
Thalassotalea crassostreae	337	16	2	5	3	2	2	3	17	6	1	5	182	2	3	9	56	2	5	2	5	4	2	0	0	11	4
Thalassotalea sp. HSM 43	56	6	0	0	5	0	5	1	5	0	0	1	41	1	1	0	23	1	1	0	3	0	0	0	0	4	0
Thalassotalea sp. PS06	150	20	9	6	6	4	24	5	9	5	1	2	68	3	0	2	61	1	2	7	2	2	1	0	1	7	3
Shewanella colwelliana	211	47	16	7	6	8	14	9	26	3	3	0	102	4	5	5	62	4	2	4	1	1	0	1	1	12	1
Shewanella putrefaciens	414	105	43	4	31	5	60	37	48	3	4	2	233	8	3	8	146	1	0	3	3	2	0	1	0	6	1
Shewanella algae	15	43	8	3	8	2	39	3	36	2	1	8	21	4	2	59	60	5	3	1	52	2	2	11	1	8	1
Shewanella frigidimarina	375	76	4	4	2	3	5	5	30	4	3	0	282	1	1	7	118	0	0	0	3	0	0	2	2	8	2
Shewanella violacea	91	7	2	2	6	2	18	1	9	0	1	2	52	2	0	5	24	3	1	1	3	0	0	1	1	5	3
Shewanella amazonensis	180	39	7	8	6	6	27	7	8	3	0	3	116	8	0	5	66	9	1	2	4	0	0	0	1	9	1
Shewanella woodyi	8	10	2	0	8	3	18	2	5	1	0	0	5	1	0	1	8	0	2	0	1	3	0	0	0	0	0
Shewanella baltica	292	49	6	5	32	9	42	4	77	3	3	3	197	26	4	3	71	8	3	28	5	3	0	4	0	2	7
Shewanella oneidensis	100	2	1	2	7	4	44	38	52	0	1	0	66	0	1	1	51	0	1	2	2	2	1	1	0	2	0
Shewanella pealeana	42	11	2	1	8	6	19	2	16	4	2	0	28	1	1	1	43	0	1	0	9	0	1	3	2	2	4
Shewanella livingstonensis	67	16	3	1	1	4	10	2	11	4	1	0	44	4	3	5	37	25	9	2	4	0	0	0	1	2	1
Shewanella fidelis	110	22	6	4	4	6	7	5	18	6	1	1	79	0	5	2	30	4	2	1	3	5	0	0	4	6	1
Shewanella psychrophila	211	27	7	3	5	7	22	6	42	1	3	3	125	2	6	5	104	15	39	6	5	0	0	0	1	25	0
Shewanella decolorationis	105	15	4	3	9	1	16	1	8	4	2	1	63	1	0	4	45	0	1	0	0	1	0	0	1	3	3
Shewanella marisflavi	18	17	6	1	2	6	19	3	16	0	2	1	16	3	2	3	16	2	0	0	3	4	1	0	0	0	3
Shewanella sediminis	264	29	12	4	8	6	20	1	40	5	1	3	161	5	3	6	70	3	5	4	12	2	0	9	0	28	1
Shewanella halifaxensis	2	8	2	2	11	1	16	7	2	0	0	1	4	0	0	0	5	0	0	0	8	0	1	1	0	3	1
Shewanella atlantica	180	33	6	5	5	28	14	1	24	57	4	1	107	3	2	4	52	0	1	1	9	1	0	1	4	30	5
Shewanella xiamenensis	5	62	42	1	3	3	1	0	1	0	8	1	0	4	2	1	54	4	5	1	1	0	1	0	0	0	0
Shewanella morhuae	0	9	4	1	10	38	14	0	6	1	3	2	2	0	0	2	3	1	1	1	0	0	0	6	0	0	1
Shewanella piezotolerans	123	46	8	6	19	5	42	0	22	4	4	0	84	0	1	12	48	5	6	0	8	1	2	0	0	8	5
Shewanella vesiculosa	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella fodinae	103	18	3	3	1	3	2	4	18	2	1	2	55	1	2	3	69	3	0	2	1	1	0	0	0	5	2
Shewanella chilikensis	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella indica	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Shewanella carassii	116	9	1	2	0	1	2	3	31	0	0	2	71	1	2	1	37	1	0	2	1	1	0	0	1	4	1
Shewanella litoralis	139	14	3	0	0	2	1	1	4	1	0	0	80	0	0	5	28	0	2	0	0	0	0	3	0	7	8
Shewanella maritima	171	33	8	4	6	2	19	3	12	1	2	2	98	3	3	4	43	6	2	1	1	1	0	1	5	14	1
Shewanella sp.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Shewanella sp. MR-7	2	8	1	1	3	1	2	0	0	2	0	2	1	0	1	0	1	0	0	0	0	0	4	0	1	1	2
Shewanella sp. ANA-3	6	3	0	0	0	2	3	0	0	0	0	0	5	0	0	0	4	1	0	2	2	0	0	1	0	0	0
Shewanella sp. SACH	0	0	0	0	0	1	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella sp. 10N.286.48.A6	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella sp. 10N.286.48.B5	428	4	2	2	0	0	1	0	3	0	0	1	249	0	1	1	82	1	0	0	1	0	0	0	0	5	0
Shewanella sp. 10N.286.51.B7	130	72	7	6	4	0	34	4	49	6	0	3	85	3	0	7	44	3	3	1	6	0	0	0	3	9	0
Shewanella sp. 10N.286.52.B9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Shewanella sp. FDAARGOS_354	111	5	0	2	3	0	1	0	3	0	0	0	89	0	0	0	46	0	3	1	1	1	0	0	0	4	1
Shewanella sp. TH2012	3	12	3	0	22	2	23	4	42	4	0	1	7	1	3	2	10	13	3	0	5	0	0	0	1	0	2
Shewanella sp. CG12_big_fil_rev_8_21_14_0_65_47_15	283	40	8	7	0	4	6	4	24	1	1	1	164	0	1	6	71	1	0	1	3	0	0	0	0	41	0
Shewanella sp. WE21	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	2	9	0	0	2	0	0	0	0	0	0	1
Shewanella sp. OPT22	7	12	2	0	3	2	14	2	29	4	1	4	4	1	1	2	12	0	1	1	2	1	1	4	1	1	3
Shewanella sp. ALD9	24	2	0	1	1	0	3	1	3	1	0	0	17	1	0	0	7	1	0	0	2	0	0	1	0	0	7
Shewanella sp. MSW	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shewanella sp. MEBiC00475	9	2	0	0	1	0	2	0	3	0	0	0	2	2	1	2	7	0	0	0	5	0	0	0	0	1	0
Shewanella sp. SM1901	0	9	2	4	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	5
Parashewanella spongiae	14	17	3	2	2	0	2	1	8	0	4	3	3	2	2	7	9	1	0	0	0	0	0	0	1	0	7
Moritella yayanosii	261	48	4	5	2	1	12	2	22	2	0	0	127	2	1	19	38	1	0	2	2	0	0	0	1	6	1
Moritella sp.	225	9	0	1	9	2	32	3	8	5	2	0	128	4	1	3	35	1	1	0	8	2	2	0	22	20	1
Moritella sp. JT01	44	18	0	2	0	6	10	1	9	19	3	0	31	4	2	6	18	2	2	2	2	3	0	4	0	4	1
Ferrimonas kyonanensis	83	13	2	0	0	7	24	2	15	5	1	8	50	3	1	5	35	10	0	0	7	1	0	0	0	5	1
Ferrimonas futtsuensis	76	7	4	0	3	5	18	4	17	3	0	9	41	1	0	6	28	9	1	6	0	1	0	0	0	2	0
Idiomarina abyssalis	0	1	0	1	3	1	4	3	0	0	0	4	5	0	0	0	4	1	2	0	6	0	0	0	1	1	15
Idiomarina zobellii	2	3	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Idiomarina loihiensis	0	2	2	0	1	1	7	0	3	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Idiomarina baltica	2	3	1	1	3	0	9	0	5	0	2	1	1	1	0	0	2	1	0	1	1	1	0	1	0	1	0
Idiomarina maritima	4	97	2	1	0	1	2	2	3	1	0	0	3	3	0	2	94	1	2	0	0	0	0	0	0	0	0
Idiomarina aestuarii	0	15	3	1	3	3	6	4	4	3	7	9	3	3	3	39	104	3	2	1	1	2	0	8	5	1	3
Idiomarina piscisalsi	4	5	0	1	1	1	1	5	3	0	0	0	0	0	1	2	2	1	0	1	0	0	0	0	0	0	0
Idiomarina indica	92	14	0	0	0	0	40	1	23	2	0	1	49	0	0	5	35	1	0	1	1	0	1	1	0	5	4
Idiomarina planktonica	87	28	5	2	0	6	1	7	66	1	1	5	52	1	3	4	12	3	1	26	6	0	0	0	0	5	3
Idiomarina aquatica	3	3	1	2	1	0	3	2	9	5	1	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0
Idiomarina woesei	67	15	4	0	0	0	2	0	3	0	1	1	28	0	2	2	20	1	0	0	2	0	0	0	0	2	0
Idiomarina andamanensis	63	6	0	2	1	1	3	1	55	0	2	0	33	2	0	2	20	1	0	1	1	2	0	1	1	2	0
Pseudidiomarina sp. R04H25	57	24	2	2	0	3	3	0	7	2	0	2	18	1	2	3	28	5	1	0	7	0	0	2	1	1	0
Idiomarina sp. 28-8	0	1	0	0	0	7	3	1	0	0	1	0	0	0	0	3	1	0	0	0	1	0	0	0	1	2	0
Idiomarina sp.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Idiomarina sp. UBA1478	351	3	2	0	0	0	0	0	0	0	0	0	240	0	0	1	143	0	0	0	0	0	0	0	0	6	0
Idiomarina sp. UBA1919	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Idiomarina sp. UBA4206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Idiomarina sp. UBA4211	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Idiomarina sp. UBA4520	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Idiomarina sp. UBA5185	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Idiomarina sp. UBA6142	4	3	0	0	0	2	1	0	3	0	0	0	3	1	0	0	3	1	1	0	1	0	0	0	0	0	0
Idiomarina sp. UBA6937	19	27	2	1	0	0	2	1	4	1	1	0	14	1	1	0	8	2	2	1	0	0	0	0	0	2	0
Idiomarina sp. X4	3	0	1	0	1	2	2	1	5	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	1	1
Idiomarinaceae bacterium HL-53	16	13	3	2	2	1	12	0	8	2	1	4	8	3	1	5	23	2	1	0	11	1	2	2	0	3	0
Aliidiomarina maris	38	15	5	4	2	0	0	2	11	7	0	1	24	4	4	2	26	6	1	1	2	2	1	1	0	2	1
Psychromonas arctica	352	32	6	4	3	11	4	68	27	3	1	3	176	1	0	4	73	0	5	2	7	1	0	2	0	18	2
Psychromonas ingrahamii	8	15	7	1	1	1	3	14	14	4	3	0	7	3	1	0	16	2	0	1	2	0	0	11	3	0	17
Psychromonas ossibalaenae	210	38	2	5	5	8	11	7	32	3	5	2	120	11	3	12	60	2	4	1	9	7	0	8	0	11	2
Psychromonas sp. CNPT3	167	28	5	4	6	2	11	1	9	5	1	2	101	2	1	4	44	3	3	0	1	0	0	0	0	17	0
Psychromonas sp. SP041	95	93	38	29	7	8	27	1	12	6	3	0	56	31	4	7	44	2	4	2	2	4	1	15	0	5	3
Psychromonas sp. psych-6C06	71	27	2	1	4	2	12	2	13	6	1	6	39	2	0	3	36	0	1	0	3	2	0	0	2	12	4
Psychromonas sp. B3M02	165	19	2	3	13	3	48	10	15	5	1	1	102	2	3	7	47	11	4	2	2	3	1	0	3	24	1
Corallincola luteus	241	24	7	1	12	13	36	11	40	6	4	9	147	1	1	12	59	1	1	0	8	3	0	2	2	12	10
