Sample	Bin	ANI	Phylum	Species
A78	27_sub	99.65555555555555	Proteobacteria	Burkholderiaceae
A78	2	99.69166666666666	Firmicutes_A	CAG-138
A78	34	99.85357142857143	Proteobacteria	Succinivibrionaceae
A78	6	99.70526315789472	Firmicutes_A	Acutalibacteraceae
A78	bin.12	99.95454545454545	Verrucomicrobiota	Akkermansiaceae
A78	bin.1	99.20833333333333	Spirochaetota	Sphaerochaetaceae
A78	bin.3	99.692	Firmicutes_A	CAG-138
A78	maxbin.008_sub	99.49473684210525	Bacteroidota	UBA932
A78	maxbin.014	99.08235294117648	Verrucomicrobiota	UBA953
A79	15	99.62105263157895	Firmicutes_A	UBA1242
A79	41	99.17241379310343	Bacteroidota	Bacteroidaceae
A79	43	99.3891891891892	Firmicutes	CAG-826
A79	46	99.8	Cyanobacteria	Gastranaerophilaceae
A79	6_sub	99.72857142857141	Firmicutes_A	Lachnospiraceae
A79	8	99.8	Firmicutes_A	Acutalibacteraceae
A79	bin.7	99.85384615384615	Firmicutes_A	Lachnospiraceae
A9	0	99.87931034482757	Cyanobacteria	Gastranaerophilaceae
A9	10	99.86470588235295	Proteobacteria	CAG-239
A9	25	99.975	Bacteroidota	Rikenellaceae
A9	27_sub	99.91999999999999	Firmicutes_A	Ruminococcaceae
A9	44	99.96	Firmicutes_A	Acutalibacteraceae
A9	bin.14	100.0	Bacteroidota	Rikenellaceae
A9	bin.5	99.9470588235294	Firmicutes_A	CAG-138
A9	maxbin.003	99.82499999999999	Firmicutes_A	Ruminococcaceae
B10	17	99.92999999999999	Bacteroidota	Barnesiellaceae
B10	31_sub	99.99677419354839	Bacteroidota	Bacteroidaceae
B10	35	99.71999999999998	Firmicutes_A	Ruminococcaceae
B10	39	99.85384615384616	Bacteroidota	Muribaculaceae
B10	bin.11	99.98333333333333	Bacteroidota	Rikenellaceae
B10	bin.23	99.97692307692309	Proteobacteria	Burkholderiaceae
B10	bin.26	99.9076923076923	Firmicutes_A	Lachnospiraceae
B10	bin.6	99.94545454545455	Actinobacteriota	Bifidobacteriaceae
B10	maxbin.001	100.0	Bacteroidota	Bacteroidaceae
B1	100	99.60277777777779	Firmicutes_A	UBA1242
B1	101	99.82592592592593	Cyanobacteria	Gastranaerophilaceae
B11	0_sub	99.6896551724138	Firmicutes_A	Acutalibacteraceae
B1	14	99.59333333333333	Firmicutes_A	Ruminococcaceae
B1	15	99.84	Firmicutes_A	Lachnospiraceae
B11	60	99.23125000000002	Spirochaetota	Sphaerochaetaceae
B11	64	99.6611111111111	Verrucomicrobiota	UBA1407
B11	9_sub	99.46190476190478	Firmicutes_A	Ruminococcaceae
B11	bin.1	99.53333333333333	Firmicutes_A	Oscillospiraceae
B11	bin.32	99.68333333333334	Bacteroidota	UBA932
B11	bin.4	99.97272727272728	Proteobacteria	Enterobacteriaceae
B11	bin.5	99.87241379310345	Firmicutes_A	Ruminococcaceae
B11	bin.7	99.75526315789473	Verrucomicrobiota	UBA1829
B1	1	99.74545454545454	Firmicutes_A	Acutalibacteraceae
B11	maxbin.011	99.81351351351353	Firmicutes_A	Acutalibacteraceae
B1	20	99.6611111111111	Bacteroidota	Bacteroidaceae
B12	20	99.89090909090909	Firmicutes_A	Acutalibacteraceae
B12	26	99.16874999999999	Bacteroidota	Bacteroidaceae
B1	22	99.61470588235294	Firmicutes_A	CAG-917
B12	34	99.80555555555556	Bacteroidota	Bacteroidaceae
B12	35	99.788	Bacteroidota	Bacteroidaceae
B12	43	99.82380952380953	Firmicutes_A	Lachnospiraceae
B12	45	99.57619047619048	Bacteroidota	Bacteroidaceae
B12	6	99.76111111111112	Proteobacteria	Succinivibrionaceae
B1	26_sub	99.76176470588236	Firmicutes_A	Lachnospiraceae
B1	27	99.72333333333333	Proteobacteria	CAG-239
B12	8	99.37	Bacteroidota	UBA932
B1	29	99.86521739130436	Proteobacteria	Succinivibrionaceae
B12	9	99.87999999999998	Firmicutes_A	Acutalibacteraceae
B13	13	99.58461538461538	Firmicutes_A	Ruminococcaceae
B13	17	99.77647058823531	Firmicutes_A	CAG-552
B13	29_sub	99.7875	Firmicutes_A	Acutalibacteraceae
B13	41	99.928	Bacteroidota	Bacteroidaceae
B13	47	99.53333333333333	Firmicutes_A	
B13	49	99.8	Firmicutes_A	CAG-138
B1	35	99.85833333333335	Cyanobacteria	Gastranaerophilaceae
B13	60	99.48064516129035	Thermoplasmatota	Methanomethylophilaceae
B13	63	99.64375	Firmicutes_A	CAG-74
B13	64_sub	99.71666666666665	Firmicutes_A	Acutalibacteraceae
B1	36	99.55384615384615	Firmicutes_C	Acidaminococcaceae
B13	6	98.67272727272729	Firmicutes_A	CAG-314
B13	72	99.66774193548386	Firmicutes_A	CAG-917
B13	80_sub	99.78421052631579	Firmicutes_A	CAG-314
B13	8	97.60000000000001	Firmicutes_A	CAG-727
B13	bin.12_sub	99.79444444444444	Firmicutes_A	CAG-272
B13	bin.15	99.91621621621621	Verrucomicrobiota	Akkermansiaceae
B13	bin.25_sub	99.50714285714285	Firmicutes_A	CAG-138
B13	bin.2	99.3162162162162	Firmicutes_A	UBA1242
B13	bin.31	98.70625	Proteobacteria	CAG-239
B13	bin.47	99.38	Bacteroidota	Muribaculaceae
B13	bin.6	99.75	Bacteroidota	UBA932
B13	maxbin.002_sub	99.52608695652175	Bacteroidota	Bacteroidaceae
B13	maxbin.003	99.5421052631579	Firmicutes_A	Oscillospiraceae
B13	maxbin.011	99.89090909090909	Firmicutes_A	Acutalibacteraceae
B13	maxbin.020	100.0	Proteobacteria	Enterobacteriaceae
B14	100	99.86	Firmicutes_A	Acutalibacteraceae
B14	13_sub	99.52000000000001	Bacteroidota	Bacteroidaceae
B14	16	99.63000000000002	Proteobacteria	Burkholderiaceae
B14	24	99.78333333333335	Firmicutes_A	CAG-272
B14	33	99.38333333333334	Firmicutes_A	CAG-727
B14	37	99.68518518518519	Firmicutes_A	CAG-138
B14	43	99.00384615384615	Firmicutes_A	
B14	44	99.764	Firmicutes_A	QAMX01
B14	48	99.38181818181819	Firmicutes_A	UBA1242
B1	44	99.7205882352941	Firmicutes_A	Lachnospiraceae
B14	4	98.80000000000001	Firmicutes_A	Anaerovoracaceae
B14	50	99.46363636363635	Firmicutes_A	CAG-74
B14	5_sub	99.57857142857144	Thermoplasmatota	Methanomethylophilaceae
B14	6_sub	99.87941176470588	Firmicutes_A	CAG-508
B14	74_sub	99.56896551724137	Bacteroidota	Tannerellaceae
B14	78	99.46944444444446	Verrucomicrobiota	Victivallaceae
B14	98	99.825	Firmicutes_A	CAG-272
B14	bin.10	99.61428571428571	Firmicutes_A	CAG-138
B14	bin.12	99.9	Firmicutes_A	Acutalibacteraceae
B14	bin.13	99.64285714285714	Firmicutes_A	Oscillospiraceae
B14	bin.17	100.0	Verrucomicrobiota	Akkermansiaceae
B14	bin.25	99.51	Bacteroidota	UBA932
B14	bin.26	99.67894736842105	Firmicutes_A	Oscillospiraceae
B14	bin.27	99.83000000000001	Firmicutes_A	CAG-138
B14	bin.29	99.84285714285713	Proteobacteria	Succinivibrionaceae
B14	bin.33	99.86774193548389	Firmicutes_A	Lachnospiraceae
B14	bin.39	99.53428571428572	Firmicutes_A	Oscillospiraceae
B14	bin.3	99.71739130434783	Firmicutes_A	CAG-917
B14	bin.9	99.50833333333334	Firmicutes_A	Oscillospiraceae
B14	maxbin.001	99.44782608695651	Bacteroidota	UBA932
B14	maxbin.002	99.85999999999999	Firmicutes_A	Acutalibacteraceae
B14	maxbin.030_sub	99.8	Firmicutes_A	Acutalibacteraceae
B1	51	99.91818181818184	Proteobacteria	Burkholderiaceae
B15	30	99.72500000000001	Firmicutes_A	Acutalibacteraceae
B1	53	99.55625	Firmicutes	CAG-288
B15	42	99.90645161290323	Firmicutes_A	Acutalibacteraceae
B15	44	99.85833333333333	Firmicutes_A	Ruminococcaceae
B15	57	99.936	Proteobacteria	Burkholderiaceae
B15	5	99.90666666666668	Firmicutes_C	Acidaminococcaceae
B1	57	99.85714285714286	Firmicutes_A	Acutalibacteraceae
B15	82	99.9	Verrucomicrobiota	Akkermansiaceae
B15	bin.11	99.99600000000001	Bacteroidota	Bacteroidaceae
B15	bin.18	99.96818181818183	Bacteroidota	Rikenellaceae
B15	bin.31	99.76521739130436	Firmicutes_A	Lachnospiraceae
B15	maxbin.004_sub	99.9972972972973	Bacteroidota	Bacteroidaceae
B15	maxbin.005	99.98108108108109	Proteobacteria	Enterobacteriaceae
B15	maxbin.007	99.86363636363636	Firmicutes_A	Lachnospiraceae
B15	maxbin.009_sub	99.69999999999999	Firmicutes_A	Lachnospiraceae
B15	maxbin.012_sub	99.95294117647059	Bacteroidota	Bacteroidaceae
B16	105	99.73809523809524	Firmicutes_C	Dialisteraceae
B16	23_sub	99.69999999999999	Firmicutes_A	Anaerovoracaceae
B16	38	99.85000000000001	Proteobacteria	Succinivibrionaceae
B16	59_sub	99.91875	Firmicutes_A	CAG-272
B16	61_sub	99.75	Firmicutes_A	Lachnospiraceae
B16	62_sub	99.775	Bacteroidota	Bacteroidaceae
B16	71	99.98717948717949	Proteobacteria	Enterobacteriaceae
B16	bin.17	99.7	Firmicutes_A	CAG-138
B16	bin.27	99.66818181818181	Firmicutes_A	CAG-917
B16	bin.29_sub	99.79166666666667	Verrucomicrobiota	UBA1067
B16	bin.2	99.74375	Firmicutes_A	Acutalibacteraceae
B16	bin.31	99.9741935483871	Firmicutes_A	CAG-272
B16	bin.32	99.675	Elusimicrobiota	Elusimicrobiaceae
B16	bin.35	99.69090909090909	Firmicutes_A	Oscillospiraceae
B16	bin.43	99.83529411764705	Firmicutes_A	Oscillospiraceae
B16	bin.7	99.73870967741935	Proteobacteria	CAG-977
B16	maxbin.003	99.01333333333334	Bacteroidota	Muribaculaceae
B16	maxbin.005	99.7421052631579	Firmicutes_A	Acutalibacteraceae
B16	maxbin.007	99.73333333333333	Bacteroidota	UBA932
B16	maxbin.014	99.69333333333334	Firmicutes	CAG-826
B17	10_sub	99.42500000000001	Firmicutes_A	Ruminococcaceae
B17	17_sub	99.84615384615387	Bacteroidota	Bacteroidaceae
B17	22_sub	99.60909090909091	Firmicutes_A	Acutalibacteraceae
B17	27_sub	99.59142857142857	Firmicutes_A	CAG-917
B17	40	99.9090909090909	Firmicutes_A	CAG-138
B17	46	99.76206896551722	Cyanobacteria	Gastranaerophilaceae
B17	52	99.59117647058825	Firmicutes_A	
B17	54	99.61052631578947	Bacteroidota	UBA932
B1	75	99.82307692307693	Firmicutes_A	Oscillospiraceae
B17	5_sub	99.68333333333334	Firmicutes_A	CAG-727
B17	61	99.50555555555556	Firmicutes_A	Ruminococcaceae
B1	76	98.96296296296296	Proteobacteria	Enterobacteriaceae
B1	78	99.5	Firmicutes_A	Monoglobaceae
B17	8	99.9470588235294	Firmicutes_A	Ruminococcaceae
B17	bin.12	99.76999999999998	Firmicutes_A	Ruminococcaceae
B17	bin.15	99.93103448275862	Firmicutes_A	Oscillospiraceae
B17	bin.16	99.68125	Firmicutes_A	CAG-138
B17	bin.26	99.7586206896552	Firmicutes_A	Acutalibacteraceae
B17	bin.32	99.98717948717949	Firmicutes_A	CAG-272
B17	bin.33	99.7090909090909	Firmicutes_A	Oscillospiraceae
B17	maxbin.001	99.8	Proteobacteria	Succinivibrionaceae
B17	maxbin.004_sub	99.63666666666668	Firmicutes_A	CAG-917
B17	maxbin.010	99.86250000000001	Firmicutes_A	Lachnospiraceae
B17	maxbin.014	99.68333333333334	Verrucomicrobiota	CAG-312
B17	maxbin.026_sub	99.10499999999999	Firmicutes_A	CAG-314
B18	100	99.59444444444443	Bacteroidota	Muribaculaceae
B18	22_sub	99.85833333333333	Firmicutes_A	CAG-272
B18	52	99.71470588235293	Firmicutes_A	Acutalibacteraceae
B18	72	99.89166666666667	Actinobacteriota	Bifidobacteriaceae
B18	74_sub	96.74999999999999	Firmicutes_A	CAG-272
B18	84	99.824	Bacteroidota	Muribaculaceae
B18	86	99.62413793103448	Cyanobacteria	Gastranaerophilaceae
B1	88_sub	99.675	Firmicutes_A	CAG-138
B18	94	99.66499999999999	Bacteroidota	Bacteroidaceae
B18	97	99.80833333333334	Firmicutes_A	Ruminococcaceae
B18	99	99.57857142857142	Bacteroidota	Bacteroidaceae
B18	bin.14	99.56333333333333	Bacteroidota	Rikenellaceae
B18	bin.25	99.37999999999998	Bacteroidota	UBA932
B18	bin.29	99.76538461538463	Firmicutes_A	Acutalibacteraceae
B18	bin.32_sub	99.78285714285714	Firmicutes_A	CAG-272
B18	bin.37	99.9	Firmicutes_A	Lachnospiraceae
B18	bin.49	99.95135135135135	Firmicutes_A	CAG-74
B18	bin.50	99.695	Firmicutes_A	Acutalibacteraceae
B18	bin.5	99.80499999999999	Proteobacteria	Succinivibrionaceae
B18	bin.6	99.6	Proteobacteria	Burkholderiaceae
B18	maxbin.003_sub	99.78999999999999	Firmicutes_A	Ruminococcaceae
B18	maxbin.006_sub	99.88	Firmicutes_A	Acutalibacteraceae
B18	maxbin.009	99.68125	Firmicutes_A	CAG-138
B18	maxbin.021_sub	100.0	Firmicutes_A	CAG-272
B18	maxbin.022	96.42857142857142	Firmicutes_A	CAG-272
B1	99	99.8923076923077	Firmicutes_A	CAG-272
B1	bin.17	99.73333333333333	Firmicutes_A	Acutalibacteraceae
B1	bin.22	99.3125	Firmicutes_C	Dialisteraceae
B1	bin.29_sub	99.59285714285714	Firmicutes_A	Acutalibacteraceae
B1	bin.3	99.70277777777778	Firmicutes_A	UBA1242
B1	bin.46	99.37714285714287	Firmicutes_A	QALW01
B1	bin.4_sub	99.95263157894738	Firmicutes	CAG-313
B1	maxbin.005	99.78	Firmicutes_A	CAG-138
B1	maxbin.055_sub	99.65	Firmicutes_A	CAG-727
B20	13	99.75405405405405	Cyanobacteria	Gastranaerophilaceae
B20	30	99.75	Firmicutes_A	Acutalibacteraceae
B20	32	99.85000000000001	Firmicutes_A	Acutalibacteraceae
B20	38	99.76666666666667	Bacteroidota	Bacteroidaceae
B20	4	99.79166666666667	Firmicutes_A	Oscillospiraceae
B20	bin.14	100.0	Proteobacteria	Enterobacteriaceae
B20	bin.3	99.98	Bacteroidota	Rikenellaceae
B2	0	99.62051282051281	Firmicutes_A	
B20	maxbin.005_sub	99.81666666666666	Proteobacteria	Enterobacteriaceae
B2	17	99.71818181818183	Firmicutes_A	CAG-138
B2	1	99.72999999999999	Firmicutes_A	Acutalibacteraceae
B22	14	99.94749999999999	Proteobacteria	CAG-239
B22	34	99.67777777777778	Bacteroidota	Muribaculaceae
B22	3	99.85999999999999	Firmicutes_A	Lachnospiraceae
B22	45	99.39166666666667	Firmicutes_A	CAG-272
B22	46	99.87647058823529	Firmicutes_A	Ruminococcaceae
B22	64	99.925	Bacteroidota	Marinifilaceae
B22	69_sub	99.69	Bacteroidota	Rikenellaceae
B22	76	99.79230769230769	Proteobacteria	Burkholderiaceae
B2	27	99.66	Firmicutes_A	CAG-727
B22	82	99.51304347826085	Firmicutes_A	Lachnospiraceae
B2	29	99.92894736842106	Firmicutes_A	CAG-272
B22	bin.11	99.82222222222222	Bacteroidota	Bacteroidaceae
B22	bin.12	99.78333333333332	Firmicutes_A	Ruminococcaceae
B22	bin.18	99.71818181818183	Bacteroidota	Bacteroidaceae
B22	bin.23	99.36818181818181	Firmicutes_A	CAG-727
B22	bin.31_sub	99.59565217391305	Firmicutes_A	Oscillospiraceae
B22	bin.6	99.89375	Firmicutes_A	CAG-74
B22	maxbin.001_sub	99.77499999999999	Bacteroidota	Bacteroidaceae
B22	maxbin.006	99.72962962962963	Firmicutes_A	CAG-272
B22	maxbin.009_sub	99.94545454545454	Bacteroidota	Bacteroidaceae
B22	maxbin.024	99.08636363636361	Firmicutes_A	CAG-314
B2	30	99.59411764705881	Cyanobacteria	Gastranaerophilaceae
B23	10	99.92631578947369	Firmicutes_A	Acutalibacteraceae
B23	21_sub	99.75625	Firmicutes	Streptococcaceae
B23	26	99.45	Firmicutes_A	CAG-917
B23	31	98.68499999999997	Cyanobacteria	Gastranaerophilaceae
B23	35	99.7	Proteobacteria	Pasteurellaceae
B23	36	99.83200000000001	Proteobacteria	Burkholderiaceae
B23	39	99.82727272727271	Proteobacteria	Succinivibrionaceae
B23	43	99.925	Bacteroidota	Bacteroidaceae
B23	50_sub	99.57037037037036	Bacteroidota	Bacteroidaceae
B23	59	99.5923076923077	Firmicutes_A	Ruminococcaceae
B23	65	99.74285714285715	Bacteroidota	Bacteroidaceae
B23	78	99.85000000000001	Bacteroidota	Muribaculaceae
B23	bin.12	99.64210526315789	Bacteroidota	UBA932
B23	bin.15	99.71111111111112	Firmicutes_A	CAG-272
B23	bin.17	98.88571428571429	Bacteroidota	Muribaculaceae
B23	bin.18	99.7945945945946	Firmicutes_A	CAG-74
B23	bin.1	99.76470588235294	Bacteroidota	Bacteroidaceae
B23	bin.24	99.70344827586206	Proteobacteria	CAG-239
B23	bin.32_sub	99.79047619047618	Firmicutes_A	Ruminococcaceae
B23	bin.35	99.06363636363636	Firmicutes_A	Oscillospiraceae
B23	maxbin.015_sub	99.66666666666667	Bacteroidota	Bacteroidaceae
B23	maxbin.040	98.88181818181819	Thermoplasmatota	Methanomethylophilaceae
B24	101	99.5888888888889	Firmicutes_A	CAG-727
B24	105	99.7	Firmicutes_A	Acutalibacteraceae
B24	111_sub	99.66000000000001	Firmicutes_A	Acutalibacteraceae
B24	18	99.70588235294117	Bacteroidota	Muribaculaceae
B2	41	99.55714285714285	Firmicutes_A	Ruminococcaceae
B24	1	99.71000000000001	Firmicutes_A	CAG-74
B24	28	99.75384615384615	Firmicutes_A	CAG-272
B24	34	99.7909090909091	Firmicutes_A	Ruminococcaceae
B24	36_sub	99.92272727272726	Bacteroidota	Bacteroidaceae
B24	56_sub	99.60714285714286	Firmicutes_A	CAG-552
B24	57_sub	99.66499999999999	Firmicutes_A	Acutalibacteraceae
B24	59	99.81142857142858	Cyanobacteria	Gastranaerophilaceae
B24	75	100.0	Firmicutes_A	Ruminococcaceae
B2	47_sub	99.91	Firmicutes_A	Ruminococcaceae
B2	49	99.75714285714287	Firmicutes_A	Ruminococcaceae
B24	bin.10	99.8	Proteobacteria	Burkholderiaceae
B24	bin.13	99.86666666666669	Firmicutes_A	Lachnospiraceae
B24	bin.26	99.77333333333333	Firmicutes_A	Lachnospiraceae
B24	bin.2	99.45161290322582	Firmicutes_A	CAG-272
B24	bin.30	99.81818181818181	Firmicutes_A	Lachnospiraceae
B24	bin.33_sub	99.77619047619048	Firmicutes_A	Ruminococcaceae
B24	bin.35	99.84166666666665	Firmicutes_A	Ruminococcaceae
B24	bin.36	99.65384615384617	Bacteroidota	Bacteroidaceae
B24	bin.40	99.77200000000002	Firmicutes_A	CAG-917
B24	bin.47	99.82000000000001	Firmicutes_A	Acutalibacteraceae
B24	maxbin.007_sub	99.71081081081081	Firmicutes_A	CAG-917
B24	maxbin.014_sub	99.69411764705882	Firmicutes_A	Lachnospiraceae
B25	27	99.56666666666666	Firmicutes_A	Acutalibacteraceae
B25	2	99.71052631578947	Bacteroidota	Bacteroidaceae
B2	52_sub	100.0	Bacteroidota	Rikenellaceae
B25	33	99.83076923076922	Firmicutes_A	Ruminococcaceae
B25	40	99.80588235294117	Bacteroidota	Bacteroidaceae
B25	44	99.65833333333332	Bacteroidota	Muribaculaceae
B25	55	99.75000000000001	Firmicutes_A	Ruminococcaceae
B25	58	99.75333333333332	Firmicutes_A	Acutalibacteraceae
B25	5	99.8107142857143	Bacteroidota	Bacteroidaceae
B25	61	99.75555555555556	Firmicutes_A	Lachnospiraceae
B25	bin.10	99.824	Proteobacteria	Burkholderiaceae
B2	5	99.825	Bacteroidota	Muribaculaceae
B25	maxbin.001	99.8888888888889	Bacteroidota	Bacteroidaceae
B25	maxbin.002	99.82857142857141	Proteobacteria	Succinivibrionaceae
B26	14_sub	99.84166666666668	Firmicutes_A	Lachnospiraceae
B26	21	99.9923076923077	Proteobacteria	Enterobacteriaceae
B26	22	99.54210526315788	Bacteroidota	Bacteroidaceae
B26	2	99.84583333333335	Firmicutes_A	Acutalibacteraceae
B26	34	99.48461538461538	Bacteroidota	UBA932
B26	41	99.8625	Bacteroidota	Bacteroidaceae
B26	51	99.72307692307692	Cyanobacteria	Gastranaerophilaceae
B26	57	99.80857142857144	Firmicutes_A	Acutalibacteraceae
B26	bin.1	99.5	Firmicutes_A	Lachnospiraceae
B26	bin.2	99.82857142857141	Firmicutes_A	Lachnospiraceae
B26	maxbin.009_sub	99.78947368421052	Bacteroidota	Bacteroidaceae
B26	maxbin.013_sub	99.38461538461537	Bacteroidota	Bacteroidaceae
B27	14	99.93636363636364	Proteobacteria	Enterobacteriaceae
B27	15_sub	99.64375000000001	Firmicutes_A	CAG-917
B27	17	99.44516129032259	Firmicutes_A	Acutalibacteraceae
B27	18_sub	99.52857142857144	Firmicutes_A	Lachnospiraceae
B27	21	99.9111111111111	Firmicutes_A	Ruminococcaceae
B27	22	99.83999999999999	Proteobacteria	Burkholderiaceae
B27	29	99.61666666666666	Firmicutes_A	Ruminococcaceae
B27	36	99.62173913043479	Bacteroidota	Muribaculaceae
B27	56	99.8891891891892	Firmicutes_A	Acutalibacteraceae
B27	57	99.73448275862071	Bacteroidota	Bacteroidaceae
B27	63	99.35000000000001	Firmicutes_A	Anaerovoracaceae
B27	6	99.81111111111113	Firmicutes_A	CAG-272
B27	bin.16	99.990625	Firmicutes_A	CAG-272
B27	bin.18_sub	99.56666666666666	Firmicutes_A	Oscillospiraceae
B27	bin.2	99.92727272727272	Firmicutes_A	Acutalibacteraceae
B27	bin.6	99.88666666666664	Proteobacteria	Succinivibrionaceae
B27	bin.8	99.91818181818182	Firmicutes_A	Lachnospiraceae
B27	maxbin.005	99.6625	Firmicutes_A	CAG-917
B27	maxbin.007	99.83076923076925	Firmicutes_A	Oscillospiraceae
B27	maxbin.008_sub	99.125	Bacteroidota	Bacteroidaceae
B27	maxbin.039_sub	99.91666666666667	Bacteroidota	Bacteroidaceae
B28	16	99.79393939393938	Proteobacteria	Succinivibrionaceae
B28	1	99.66052631578948	Firmicutes_A	Acutalibacteraceae
B28	20	99.44583333333333	Firmicutes_A	Acutalibacteraceae
B28	28	99.264	Bacteroidota	Bacteroidaceae
B28	36	99.44571428571429	Firmicutes_A	
B28	37	98.36666666666666	Firmicutes_A	QAMX01
B28	42	99.73636363636363	Firmicutes_A	CAG-138
B28	48	99.81428571428572	Firmicutes_A	Ruminococcaceae
B28	4	99.69285714285715	Verrucomicrobiota	Akkermansiaceae
B28	58	99.52051282051282	Firmicutes_A	Oscillospiraceae
B28	5	99.16764705882352	Firmicutes_A	UBA1242
B28	63	99.94583333333333	Bacteroidota	Bacteroidaceae
B28	6	99.75333333333333	Firmicutes_A	Acutalibacteraceae
B28	71_sub	99.83999999999999	Firmicutes_A	Lachnospiraceae
B28	7	99.78620689655173	Firmicutes	CAG-1000
B28	bin.17	99.83	Firmicutes_A	Acutalibacteraceae
B28	bin.18	99.640625	Firmicutes_A	
B28	bin.1	99.34375	Bacteroidota	UBA932
B28	bin.26_sub	99.8111111111111	Firmicutes_A	Oscillospiraceae
B28	bin.32	99.71052631578948	Firmicutes_A	CAG-138
B28	bin.4	99.69642857142857	Bacteroidota	Bacteroidaceae
B28	maxbin.002	99.65454545454546	Bacteroidota	Bacteroidaceae
B29	15_sub	99.4590909090909	Firmicutes_A	CAG-314
B29	27	99.75909090909092	Firmicutes_A	CAG-917
B29	33_sub	99.42941176470589	Firmicutes_A	Ruminococcaceae
B29	34	95.61111111111111	Firmicutes	CAG-611
B29	37	99.61714285714284	Cyanobacteria	Gastranaerophilaceae
B29	44	99.81333333333332	Firmicutes_A	Ruminococcaceae
B29	48_sub	99.62	Bacteroidota	Muribaculaceae
B29	4_sub	99.81111111111112	Firmicutes_A	Acutalibacteraceae
B29	7	99.76470588235294	Bacteroidota	Bacteroidaceae
B29	bin.18	99.50666666666666	Bacteroidota	UBA932
B29	bin.26	99.82857142857144	Cyanobacteria	Gastranaerophilaceae
B29	bin.28	99.51304347826088	Bacteroidota	UBA932
B29	bin.4	99.93181818181819	Firmicutes_A	Lachnospiraceae
B2	bin.18	99.8875	Firmicutes_A	Acutalibacteraceae
B2	bin.24	99.54102564102563	Cyanobacteria	Gastranaerophilaceae
B2	bin.25	99.85135135135135	Firmicutes_A	Lachnospiraceae
B2	maxbin.001	99.8	Bacteroidota	Bacteroidaceae
B2	maxbin.006_sub	99.78	Bacteroidota	Bacteroidaceae
B30	11	99.95000000000002	Proteobacteria	Enterobacteriaceae
B30	15	99.94444444444444	Proteobacteria	Burkholderiaceae
B30	18_sub	100.0	Bacteroidota	Rikenellaceae
B30	25	99.68636363636364	Firmicutes_A	Lachnospiraceae
B30	37	99.89166666666667	Firmicutes_A	Ruminococcaceae
B30	47	99.8058823529412	Firmicutes_A	Acutalibacteraceae
B30	55	99.84545454545454	Firmicutes_A	Acutalibacteraceae
B30	5	99.87142857142855	Firmicutes_A	Lachnospiraceae
B30	61	99.58125	Firmicutes_A	CAG-272
B30	9	99.73529411764706	Bacteroidota	Bacteroidaceae
B30	bin.17	99.99333333333334	Bacteroidota	Rikenellaceae
B30	bin.20	99.971875	Firmicutes_A	Lachnospiraceae
B30	bin.24	99.89473684210526	Firmicutes_A	Oscillospiraceae
B30	bin.33	99.92	Bacteroidota	Marinifilaceae
B30	bin.36	99.93157894736842	Firmicutes_A	Lachnospiraceae
B30	bin.40	99.91282051282052	Verrucomicrobiota	Akkermansiaceae
B31	1	99.18461538461537	Firmicutes_A	CAG-727
B31	26	99.57857142857142	Firmicutes_A	Ruminococcaceae
B31	28	99.81538461538463	Bacteroidota	Muribaculaceae
B31	30	99.80666666666666	Firmicutes_A	Acutalibacteraceae
B31	43	99.57692307692308	Firmicutes_A	Acutalibacteraceae
B31	46	99.82142857142857	Firmicutes_A	Acutalibacteraceae
B31	47	99.89722222222221	Firmicutes_A	Lachnospiraceae
B31	4_sub	99.7	Firmicutes_A	Ruminococcaceae
B31	51	99.6923076923077	Firmicutes_A	CAG-272
B31	6	99.775	Firmicutes_A	Acutalibacteraceae
B31	77	99.78888888888889	Firmicutes_A	CAG-272
B31	7	99.42500000000001	Firmicutes_A	CAG-727
B31	bin.11	99.7923076923077	Bacteroidota	Bacteroidaceae
B31	bin.16	99.76071428571427	Cyanobacteria	Gastranaerophilaceae
B31	bin.8	99.92727272727271	Bacteroidota	Bacteroidaceae
B31	maxbin.006_sub	99.9969696969697	Bacteroidota	Bacteroidaceae
B31	maxbin.026_sub	99.74545454545455	Firmicutes_A	Ruminococcaceae
B32	11	99.70714285714287	Firmicutes_C	Acidaminococcaceae
B32	13	99.84583333333335	Firmicutes_A	Acutalibacteraceae
B32	38	99.60000000000001	Proteobacteria	Enterobacteriaceae
B32	45_sub	99.54545454545455	Firmicutes_A	CAG-138
B32	46	99.73333333333333	Bacteroidota	Muribaculaceae
B32	56_sub	99.72307692307692	Verrucomicrobiota	CAG-312
B32	58	99.9	Firmicutes_A	Ruminococcaceae
B32	59	99.66060606060606	Firmicutes_A	Oscillospiraceae
B32	63	99.89	Firmicutes_A	Ruminococcaceae
B32	bin.13	99.91	Firmicutes_A	Acutalibacteraceae
B32	bin.14	99.72307692307693	Firmicutes_A	Ruminococcaceae
B32	bin.24	99.89166666666667	Verrucomicrobiota	Akkermansiaceae
B32	bin.31	99.74166666666666	Proteobacteria	Burkholderiaceae
B32	maxbin.003	99.70666666666668	Firmicutes_A	CAG-138
B32	maxbin.008	99.76000000000002	Firmicutes_A	CAG-917
B32	maxbin.020_sub	99.62857142857142	Firmicutes_A	Oscillospiraceae
B33	19	99.74814814814815	Firmicutes_A	Ruminococcaceae
B33	37_sub	99.31666666666666	Firmicutes_A	Ruminococcaceae
